Nome Município,Código,2015,2016,2017,2018,2019,2020,2021,2022,Estado,Estado_Municipio
DORES DO INDAIA,312320,110.19,121.37,98.47,90.21,84.03,118.49,107.45,88.39,MG,MG-DORES DO INDAIA
DORES DO TURVO,312330,151.72,146.67,111.11,90.74,97.87,78.72,75.51,74.07,MG,MG-DORES DO TURVO
DORESOPOLIS,312340,16.67,21.43,78.57,57.14,100.0,11.11,0.0,64.71,MG,MG-DORESOPOLIS
DOURADOQUARA,312350,26.32,25.0,112.5,106.67,166.67,155.56,63.16,78.95,MG,MG-DOURADOQUARA
DURANDE,312352,25.74,26.45,41.32,97.25,109.62,36.54,34.38,180.0,MG,MG-DURANDE
ELOI MENDES,312360,107.55,121.91,123.67,128.43,112.61,79.77,119.2,117.18,MG,MG-ELOI MENDES
ENGENHEIRO CALDAS,312370,31.85,36.24,17.45,17.56,51.67,90.0,106.78,133.09,MG,MG-ENGENHEIRO CALDAS
ENGENHEIRO NAVARRO,312380,50.65,3.85,25.64,16.67,15.0,16.25,34.33,56.0,MG,MG-ENGENHEIRO NAVARRO
ENTRE FOLHAS,312385,156.45,80.28,129.58,116.9,121.05,113.16,139.44,149.28,MG,MG-ENTRE FOLHAS
ENTRE RIOS DE MINAS,312390,121.23,106.17,97.53,100.0,59.41,48.82,58.0,63.86,MG,MG-ENTRE RIOS DE MINAS
ERVALIA,312400,92.2,22.22,115.46,125.12,113.96,87.39,41.53,108.68,MG,MG-ERVALIA
ESMERALDAS,312410,73.51,58.35,76.88,72.49,68.98,75.25,61.95,59.62,MG,MG-ESMERALDAS
ESPERA FELIZ,312420,100.9,90.5,89.32,95.44,97.81,92.5,83.15,122.57,MG,MG-ESPERA FELIZ
ESPINOSA,312430,86.9,58.23,66.83,112.17,104.3,91.13,91.61,120.06,MG,MG-ESPINOSA
ESPIRITO SANTO DO DOURADO,312440,84.48,103.08,98.46,150.65,144.59,12.16,37.36,79.25,MG,MG-ESPIRITO SANTO DO DOURADO
ESTIVA,312450,93.69,80.7,105.26,111.86,101.94,128.16,94.64,100.79,MG,MG-ESTIVA
ESTRELA DALVA,312460,90.62,88.24,100.0,105.26,81.82,181.82,85.0,65.52,MG,MG-ESTRELA DALVA
ESTRELA DO INDAIA,312470,96.0,111.54,111.54,80.0,57.14,89.29,40.91,62.5,MG,MG-ESTRELA DO INDAIA
ESTRELA DO SUL,312480,48.39,43.06,84.72,89.87,70.0,88.57,92.31,63.64,MG,MG-ESTRELA DO SUL
EUGENOPOLIS,312490,86.9,84.62,146.15,221.52,111.11,76.85,14.58,78.33,MG,MG-EUGENOPOLIS
EWBANK DA CAMARA,312500,6.98,0.0,22.64,51.22,46.55,87.93,97.87,95.31,MG,MG-EWBANK DA CAMARA
EXTREMA,312510,108.47,100.84,88.76,106.2,98.53,116.49,89.74,104.67,MG,MG-EXTREMA
FAMA,312520,82.61,131.58,142.11,100.0,38.46,92.31,7.69,68.18,MG,MG-FAMA
FARIA LEMOS,312530,92.68,91.89,118.92,113.95,82.22,104.44,79.49,104.08,MG,MG-FARIA LEMOS
FELICIO DOS SANTOS,312540,10.17,0.0,4.17,3.92,13.58,11.11,1.59,103.45,MG,MG-FELICIO DOS SANTOS
SAO GONCALO DO RIO PRETO,312550,30.0,2.94,5.88,13.79,26.09,21.74,24.14,76.67,MG,MG-SAO GONCALO DO RIO PRETO
FELISBURGO,312560,120.39,157.32,132.93,88.18,90.43,59.57,40.78,101.02,MG,MG-FELISBURGO
FELIXLANDIA,312570,102.07,77.25,89.82,98.31,76.97,82.89,99.19,47.54,MG,MG-FELIXLANDIA
FERNANDES TOURINHO,312580,34.38,38.46,25.64,23.33,37.5,78.12,72.41,126.67,MG,MG-FERNANDES TOURINHO
FERROS,312590,125.64,104.44,105.56,96.67,80.0,49.47,83.5,145.78,MG,MG-FERROS
FERVEDOURO,312595,100.75,107.44,102.48,94.48,108.27,73.68,57.5,123.4,MG,MG-FERVEDOURO
FLORESTAL,312600,82.09,48.75,101.25,142.11,122.86,114.29,79.37,53.93,MG,MG-FLORESTAL
FORMIGA,312610,110.7,112.53,93.01,94.45,85.58,118.13,49.2,91.18,MG,MG-FORMIGA
FORMOSO,312620,82.76,65.96,98.94,115.79,115.91,101.14,91.76,84.11,MG,MG-FORMOSO
FORTALEZA DE MINAS,312630,66.67,148.39,148.39,166.67,86.84,118.42,43.33,48.57,MG,MG-FORTALEZA DE MINAS
FORTUNA DE MINAS,312640,132.0,88.57,125.71,117.14,78.12,103.12,170.0,156.25,MG,MG-FORTUNA DE MINAS
FRANCISCO BADARO,312650,55.56,89.71,114.71,147.06,130.77,67.31,88.24,150.0,MG,MG-FRANCISCO BADARO
FRANCISCO DUMONT,312660,160.78,98.55,30.43,42.86,41.82,16.36,9.26,8.0,MG,MG-FRANCISCO DUMONT
FRANCISCO SA,312670,49.07,26.94,3.27,39.04,63.71,41.77,64.01,35.71,MG,MG-FRANCISCO SA
FRANCISCOPOLIS,312675,50.0,19.23,109.62,53.7,61.9,68.25,82.0,75.0,MG,MG-FRANCISCOPOLIS
FREI GASPAR,312680,26.25,60.29,72.06,68.57,126.09,101.45,80.23,142.22,MG,MG-FREI GASPAR
FREI INOCENCIO,312690,38.58,88.79,71.96,14.68,17.95,79.49,111.7,177.27,MG,MG-FREI INOCENCIO
FREI LAGONEGRO,312695,41.3,89.58,81.25,100.0,90.62,118.75,65.79,76.09,MG,MG-FREI LAGONEGRO
FRONTEIRA,312700,48.21,28.57,75.16,101.54,71.81,57.72,62.69,123.02,MG,MG-FRONTEIRA
FRONTEIRA DOS VALES,312705,45.16,28.57,94.64,113.33,68.75,51.56,54.17,95.83,MG,MG-FRONTEIRA DOS VALES
FRUTA DE LEITE,312707,23.33,36.36,36.36,113.73,84.91,0.0,70.37,137.78,MG,MG-FRUTA DE LEITE
FRUTAL,312710,44.07,68.98,64.66,72.78,91.53,103.61,31.81,57.77,MG,MG-FRUTAL
FUNILANDIA,312720,137.78,133.33,112.5,101.72,73.47,95.92,88.57,94.55,MG,MG-FUNILANDIA
GALILEIA,312730,33.33,55.84,58.44,53.06,95.18,97.59,97.5,123.96,MG,MG-GALILEIA
GAMELEIRAS,312733,41.18,40.0,92.0,112.0,103.39,111.86,76.39,116.92,MG,MG-GAMELEIRAS
GLAUCILANDIA,312735,33.33,5.13,2.56,22.73,29.17,4.17,19.44,36.36,MG,MG-GLAUCILANDIA
GOIABEIRA,312737,60.98,40.91,100.0,114.71,68.63,58.82,79.41,126.67,MG,MG-GOIABEIRA
GOIANA,312738,19.23,54.84,51.61,60.0,57.58,93.94,47.5,96.67,MG,MG-GOIANA
GONCALVES,312740,64.1,93.94,142.42,176.67,109.09,96.97,83.87,84.44,MG,MG-GONCALVES
GONZAGA,312750,26.67,66.67,24.36,35.44,50.67,76.0,73.24,142.25,MG,MG-GONZAGA
GOUVEIA,312760,10.79,1.42,13.48,21.05,31.08,5.41,6.82,151.61,MG,MG-GOUVEIA
GOVERNADOR VALADARES,312770,150.52,126.5,123.86,117.55,112.37,73.19,85.75,93.65,MG,MG-GOVERNADOR VALADARES
GRAO MOGOL,312780,24.18,19.13,8.2,40.26,55.63,27.81,30.54,56.21,MG,MG-GRAO MOGOL
GRUPIARA,312790,50.0,69.23,46.15,107.69,180.0,160.0,81.82,87.5,MG,MG-GRUPIARA
GUANHAES,312800,131.78,88.77,94.92,91.96,109.38,20.47,69.98,100.68,MG,MG-GUANHAES
GUAPE,312810,57.53,133.33,94.7,89.81,108.27,110.53,87.32,89.58,MG,MG-GUAPE
GUARACIABA,312820,110.23,98.08,74.04,98.95,113.1,94.05,66.0,98.61,MG,MG-GUARACIABA
GUARACIAMA,312825,6.45,5.8,5.8,24.14,16.0,14.0,4.84,13.79,MG,MG-GUARACIAMA
GUARANESIA,312830,93.78,92.7,93.56,108.18,103.06,103.93,105.86,105.75,MG,MG-GUARANESIA
GUARANI,312840,74.59,106.67,98.89,124.69,100.0,77.53,82.11,100.0,MG,MG-GUARANI
GUARARA,312850,6.25,20.0,62.5,70.97,63.89,111.11,75.0,121.62,MG,MG-GUARARA
GUARDA-MOR,312860,235.48,86.54,82.69,77.01,46.46,41.41,35.29,56.9,MG,MG-GUARDA-MOR
GUAXUPE,312870,100.17,108.55,89.77,88.92,86.39,84.32,75.21,98.44,MG,MG-GUAXUPE
GUIDOVAL,312880,68.75,101.43,132.86,104.23,102.53,136.71,142.86,111.46,MG,MG-GUIDOVAL
GUIMARANIA,312890,58.54,93.15,113.7,98.94,91.09,79.21,61.32,105.45,MG,MG-GUIMARANIA
GUIRICEMA,312900,100.0,106.25,104.69,139.62,101.35,83.78,81.01,111.86,MG,MG-GUIRICEMA
GURINHATA,312910,76.74,44.12,73.53,139.29,141.94,132.26,125.81,221.21,MG,MG-GURINHATA
HELIODORA,312920,112.73,79.41,94.12,72.88,87.84,85.14,96.72,125.37,MG,MG-HELIODORA
IAPU,312930,91.53,143.97,115.52,87.77,91.8,104.92,120.17,127.1,MG,MG-IAPU
IBERTIOGA,312940,88.33,78.21,123.08,73.24,53.03,60.61,21.43,59.38,MG,MG-IBERTIOGA
IBIA,312950,79.64,83.15,140.45,124.52,90.62,85.07,63.93,63.67,MG,MG-IBIA
IBIAI,312960,11.82,0.92,63.3,126.14,94.29,75.24,83.51,78.49,MG,MG-IBIAI
IBIRACATU,312965,29.73,10.84,68.67,77.19,45.78,36.14,72.6,144.83,MG,MG-IBIRACATU
IBIRACI,312970,82.32,168.97,136.21,103.36,112.08,117.45,93.33,109.29,MG,MG-IBIRACI
IBIRITE,312980,86.04,84.49,99.64,117.92,105.13,84.23,82.53,103.82,MG,MG-IBIRITE
IBITIURA DE MINAS,312990,160.0,8.82,138.24,106.9,37.74,9.43,109.38,55.56,MG,MG-IBITIURA DE MINAS
IBITURUNA,313000,115.15,50.0,88.89,100.0,62.5,54.17,88.89,34.48,MG,MG-IBITURUNA
ICARAI DE MINAS,313005,0.0,0.0,51.68,90.43,89.29,42.86,85.34,104.71,MG,MG-ICARAI DE MINAS
IGARAPE,313010,49.51,39.18,83.65,56.07,51.77,49.47,48.17,56.68,MG,MG-IGARAPE
IGARATINGA,313020,52.63,53.72,55.37,49.18,57.78,108.15,114.5,157.69,MG,MG-IGARATINGA
IGUATAMA,313030,96.83,22.99,59.77,79.27,79.45,97.26,35.21,78.08,MG,MG-IGUATAMA
IJACI,313040,2.74,0.0,12.2,10.26,13.75,63.75,83.15,98.61,MG,MG-IJACI
ILICINEA,313050,59.63,67.11,94.74,138.24,104.05,96.62,88.96,95.3,MG,MG-ILICINEA
IMBE DE MINAS,313055,79.73,48.68,139.47,115.19,76.04,81.25,100.0,81.61,MG,MG-IMBE DE MINAS
INCONFIDENTES,313060,96.61,142.31,136.54,85.71,88.89,90.48,111.86,122.22,MG,MG-INCONFIDENTES
INDAIABIRA,313065,96.1,48.86,55.68,98.57,91.78,6.85,2.86,38.1,MG,MG-INDAIABIRA
INDIANOPOLIS,313070,26.51,31.48,64.81,14.52,50.0,34.72,56.34,151.72,MG,MG-INDIANOPOLIS
INGAI,313080,72.41,47.06,14.71,8.33,20.0,120.0,107.41,103.03,MG,MG-INGAI
INHAPIM,313090,91.01,95.0,133.33,111.76,98.44,95.7,71.54,107.0,MG,MG-INHAPIM
INHAUMA,313100,162.69,153.75,116.25,64.71,79.49,84.62,57.38,107.02,MG,MG-INHAUMA
INIMUTABA,313110,95.83,113.24,101.47,101.3,104.55,96.97,100.0,76.83,MG,MG-INIMUTABA
IPABA,313115,148.8,84.15,99.19,113.36,103.38,100.84,95.2,117.33,MG,MG-IPABA
IPANEMA,313120,115.5,93.62,94.04,111.69,97.22,73.81,85.25,158.67,MG,MG-IPANEMA
IPATINGA,313130,97.66,95.19,101.89,114.83,105.47,104.08,103.12,105.94,MG,MG-IPATINGA
IPIACU,313140,48.15,5.88,67.65,100.0,86.11,113.89,88.89,123.26,MG,MG-IPIACU
IPUIUNA,313150,130.77,126.25,130.0,140.0,102.94,72.55,65.69,117.28,MG,MG-IPUIUNA
IRAI DE MINAS,313160,34.09,32.1,114.81,139.47,94.12,96.47,75.0,128.44,MG,MG-IRAI DE MINAS
ITABIRA,313170,117.85,84.01,86.29,95.95,91.02,83.55,79.27,80.2,MG,MG-ITABIRA
ITABIRINHA,313180,104.67,106.8,86.39,73.29,76.0,98.67,122.56,121.53,MG,MG-ITABIRINHA
ITABIRITO,313190,119.4,68.97,106.76,105.74,88.16,55.85,4.05,66.53,MG,MG-ITABIRITO
ITACAMBIRA,313200,90.57,26.0,12.0,42.86,42.11,34.21,43.18,33.33,MG,MG-ITACAMBIRA
ITACARAMBI,313210,105.34,86.27,59.15,114.23,90.77,48.34,81.36,69.78,MG,MG-ITACARAMBI
ITAGUARA,313220,112.86,90.67,101.33,91.03,80.12,90.36,86.93,83.55,MG,MG-ITAGUARA
ITAIPE,313230,120.94,152.94,92.16,85.33,98.9,88.46,133.52,194.38,MG,MG-ITAIPE
ITAJUBA,313240,97.42,62.03,95.05,124.62,105.99,84.56,87.85,97.74,MG,MG-ITAJUBA
ITAMARANDIBA,313250,115.06,89.39,85.66,93.63,94.9,71.84,65.62,86.43,MG,MG-ITAMARANDIBA
ITAMARATI DE MINAS,313260,35.56,68.52,53.7,135.9,92.11,165.79,116.22,62.0,MG,MG-ITAMARATI DE MINAS
ITAMBACURI,313270,92.91,130.23,74.13,29.62,53.37,103.52,117.87,138.54,MG,MG-ITAMBACURI
ITAMBE DO MATO DENTRO,313280,23.08,0.0,8.33,112.5,105.26,121.05,77.27,24.14,MG,MG-ITAMBE DO MATO DENTRO
ITAMOGI,313290,85.5,63.79,43.1,111.02,126.5,99.15,81.75,99.04,MG,MG-ITAMOGI
ITAMONTE,313300,83.72,123.68,126.97,108.21,91.62,77.49,83.24,121.47,MG,MG-ITAMONTE
ITANHANDU,313310,96.04,98.27,98.27,104.91,83.77,78.53,123.35,160.12,MG,MG-ITANHANDU
ITANHOMI,313320,94.15,83.62,81.92,90.2,77.06,84.71,91.55,74.13,MG,MG-ITANHOMI
ITAOBIM,313330,113.89,93.45,100.73,110.41,109.02,27.05,65.59,92.67,MG,MG-ITAOBIM
ITAPAGIPE,313340,68.5,79.82,78.07,100.0,138.26,123.48,92.86,93.65,MG,MG-ITAPAGIPE
ITAPECERICA,313350,59.28,70.85,63.82,49.73,68.78,69.76,91.85,84.66,MG,MG-ITAPECERICA
ITAPEVA,313360,178.99,100.9,139.64,124.19,105.04,105.76,114.18,115.0,MG,MG-ITAPEVA
ITATIAIUCU,313370,158.94,107.28,80.13,122.3,89.68,84.92,55.04,63.64,MG,MG-ITATIAIUCU
ITAU DE MINAS,313375,94.41,107.43,94.29,88.77,105.1,82.8,52.53,88.81,MG,MG-ITAU DE MINAS
ITAUNA,313380,94.96,89.18,86.29,92.29,99.62,93.12,89.09,92.02,MG,MG-ITAUNA
ITAVERAVA,313390,96.67,82.14,201.79,165.45,140.54,127.03,62.5,78.72,MG,MG-ITAVERAVA
ITINGA,313400,103.64,103.43,124.57,104.85,69.23,29.49,34.81,118.67,MG,MG-ITINGA
ITUETA,313410,65.85,114.29,84.42,73.61,71.43,49.45,72.97,89.19,MG,MG-ITUETA
ITUIUTABA,313420,119.62,106.61,109.1,97.99,93.66,80.67,84.04,96.49,MG,MG-ITUIUTABA
ITUMIRIM,313430,0.0,0.0,29.41,27.78,41.07,85.71,73.61,108.06,MG,MG-ITUMIRIM
ITURAMA,313440,95.47,85.43,82.51,89.37,91.4,72.6,74.09,80.46,MG,MG-ITURAMA
ITUTINGA,313450,0.0,0.0,20.41,40.0,44.44,102.78,86.36,50.85,MG,MG-ITUTINGA
JABOTICATUBAS,313460,84.78,63.79,64.94,52.43,42.65,54.41,57.67,91.12,MG,MG-JABOTICATUBAS
JACINTO,313470,93.85,84.03,97.48,112.78,79.67,64.23,69.44,86.67,MG,MG-JACINTO
JACUI,313480,86.21,120.25,126.58,113.48,120.88,92.31,93.07,110.34,MG,MG-JACUI
JACUTINGA,313490,90.38,109.77,104.89,115.86,112.59,96.76,76.81,94.79,MG,MG-JACUTINGA
JAGUARACU,313500,107.69,102.86,91.43,112.5,131.03,75.86,27.27,26.83,MG,MG-JAGUARACU
JAIBA,313505,64.46,24.07,32.56,30.27,75.71,78.87,93.15,137.41,MG,MG-JAIBA
JAMPRUCA,313507,98.46,120.63,146.03,120.63,118.18,169.09,81.13,89.55,MG,MG-JAMPRUCA
JANAUBA,313510,89.48,148.74,184.68,169.71,106.09,105.89,109.54,130.07,MG,MG-JANAUBA
JANUARIA,313520,107.4,82.75,64.73,40.51,10.63,33.04,91.57,91.16,MG,MG-JANUARIA
JAPARAIBA,313530,136.59,224.39,173.17,179.55,89.55,37.31,38.0,110.87,MG,MG-JAPARAIBA
JAPONVAR,313535,0.88,41.24,68.04,79.57,56.07,48.6,57.41,72.45,MG,MG-JAPONVAR
JECEABA,313540,200.0,83.33,1412.12,172.34,77.61,95.52,80.6,55.84,MG,MG-JECEABA
JENIPAPO DE MINAS,313545,187.06,87.78,80.0,134.92,76.4,50.56,72.06,73.75,MG,MG-JENIPAPO DE MINAS
JEQUERI,313550,126.0,96.03,96.83,104.03,124.0,112.0,113.55,130.16,MG,MG-JEQUERI
JEQUITAI,313560,63.86,28.12,53.12,77.11,72.53,54.95,79.45,67.61,MG,MG-JEQUITAI
JEQUITIBA,313570,128.07,114.04,80.7,103.7,136.17,93.62,72.58,103.57,MG,MG-JEQUITIBA
JEQUITINHONHA,313580,50.36,8.87,112.97,91.96,85.66,58.42,57.54,129.87,MG,MG-JEQUITINHONHA
JESUANIA,313590,115.38,104.26,140.43,114.0,63.49,100.0,132.0,241.03,MG,MG-JESUANIA
JOAIMA,313600,103.03,69.33,81.51,100.53,93.19,59.69,80.42,73.03,MG,MG-JOAIMA
JOANESIA,313610,80.56,85.71,59.18,84.44,120.59,117.65,42.11,72.97,MG,MG-JOANESIA
JOAO MONLEVADE,313620,106.49,96.52,110.96,100.33,106.16,94.75,69.95,89.44,MG,MG-JOAO MONLEVADE
JOAO PINHEIRO,313630,101.63,52.04,106.56,115.24,73.33,110.85,98.77,103.09,MG,MG-JOAO PINHEIRO
JOAQUIM FELICIO,313640,30.3,0.0,8.33,42.86,29.17,8.33,18.18,91.18,MG,MG-JOAQUIM FELICIO
JORDANIA,313650,84.47,27.34,64.84,85.71,69.64,74.11,42.73,121.82,MG,MG-JORDANIA
JOSE GONCALVES DE MINAS,313652,113.43,55.74,63.93,125.49,50.0,55.0,62.86,89.58,MG,MG-JOSE GONCALVES DE MINAS
JOSE RAYDAN,313655,60.0,102.0,94.0,86.27,86.67,93.33,70.21,82.0,MG,MG-JOSE RAYDAN
JOSENOPOLIS,313657,43.1,10.87,21.74,71.88,54.55,9.09,30.77,26.19,MG,MG-JOSENOPOLIS
NOVA UNIAO,313660,96.55,77.27,109.09,65.82,46.67,58.67,19.57,41.1,MG,MG-NOVA UNIAO
JUATUBA,313665,90.86,38.38,67.16,53.51,54.08,59.44,40.2,82.49,MG,MG-JUATUBA
JUIZ DE FORA,313670,128.39,127.99,135.51,120.53,43.56,62.86,64.42,86.05,MG,MG-JUIZ DE FORA
JURAMENTO,313680,30.61,2.56,2.56,51.16,30.0,6.0,25.0,13.16,MG,MG-JURAMENTO
JURUAIA,313690,119.38,124.59,130.33,84.35,86.27,113.73,91.6,81.21,MG,MG-JURUAIA
JUVENILIA,313695,26.76,36.63,48.51,87.3,73.02,104.76,171.43,127.27,MG,MG-JUVENILIA
LADAINHA,313700,35.94,28.31,53.42,61.22,102.0,111.0,86.24,131.64,MG,MG-LADAINHA
LAGAMAR,313710,133.9,140.0,116.36,154.35,81.36,96.61,54.35,103.57,MG,MG-LAGAMAR
LAGOA DA PRATA,313720,127.76,111.51,105.4,92.46,100.17,100.17,61.24,76.6,MG,MG-LAGOA DA PRATA
LAGOA DOS PATOS,313730,25.58,11.11,22.22,137.04,73.68,78.95,60.42,97.78,MG,MG-LAGOA DOS PATOS
LAGOA DOURADA,313740,112.67,86.14,89.16,100.72,87.5,106.58,70.0,84.77,MG,MG-LAGOA DOURADA
LAGOA FORMOSA,313750,171.6,156.34,127.46,84.78,74.31,46.79,54.11,114.65,MG,MG-LAGOA FORMOSA
LAGOA GRANDE,313753,104.12,136.99,156.16,121.11,75.81,49.19,55.1,103.37,MG,MG-LAGOA GRANDE
LAGOA SANTA,313760,82.65,79.0,76.63,67.83,65.43,67.66,71.68,98.48,MG,MG-LAGOA SANTA
LAJINHA,313770,93.33,48.59,74.61,130.56,118.12,81.88,66.19,76.65,MG,MG-LAJINHA
LAMBARI,313780,101.97,101.69,103.39,93.75,98.29,96.15,131.55,129.44,MG,MG-LAMBARI
LAMIM,313790,193.55,112.9,116.13,94.12,84.85,21.21,16.67,112.5,MG,MG-LAMIM
LARANJAL,313800,158.82,60.53,134.21,127.78,65.08,80.95,89.47,86.57,MG,MG-LARANJAL
LASSANCE,313810,15.71,13.43,61.19,141.27,104.05,86.49,93.83,64.29,MG,MG-LASSANCE
LAVRAS,313820,105.1,120.82,111.87,129.15,110.44,82.19,74.45,75.84,MG,MG-LAVRAS
LEANDRO FERREIRA,313830,58.97,81.08,97.3,82.14,54.84,54.84,83.33,175.0,MG,MG-LEANDRO FERREIRA
LEME DO PRADO,313835,128.3,48.08,78.85,63.27,64.71,58.82,108.11,84.85,MG,MG-LEME DO PRADO
LEOPOLDINA,313840,116.86,98.74,113.07,100.33,88.63,82.64,81.64,75.04,MG,MG-LEOPOLDINA
LIBERDADE,313850,176.67,66.67,73.81,116.67,78.57,95.24,80.49,50.0,MG,MG-LIBERDADE
LIMA DUARTE,313860,94.29,51.15,53.45,55.29,42.86,57.14,55.25,67.84,MG,MG-LIMA DUARTE
LIMEIRA DO OESTE,313862,105.0,100.0,135.87,106.86,88.89,64.1,76.7,144.94,MG,MG-LIMEIRA DO OESTE
LONTRA,313865,7.29,0.0,68.09,84.85,52.27,36.36,70.37,82.35,MG,MG-LONTRA
LUISBURGO,313867,27.08,60.58,123.08,138.0,141.44,17.12,36.28,166.37,MG,MG-LUISBURGO
LUISLANDIA,313868,11.94,2.08,84.38,126.67,85.88,61.18,100.0,81.43,MG,MG-LUISLANDIA
LUMINARIAS,313870,31.11,0.0,56.36,69.81,109.52,104.76,83.93,154.17,MG,MG-LUMINARIAS
LUZ,313880,92.51,105.59,107.26,67.58,137.23,123.4,90.37,91.41,MG,MG-LUZ
MACHACALIS,313890,138.89,87.88,110.1,117.86,79.55,62.5,78.57,56.79,MG,MG-MACHACALIS
MACHADO,313900,113.1,124.47,112.34,93.07,96.68,103.91,94.03,92.67,MG,MG-MACHADO
MADRE DE DEUS DE MINAS,313910,108.51,114.58,110.42,132.14,95.0,38.33,96.08,46.67,MG,MG-MADRE DE DEUS DE MINAS
MALACACHETA,313920,157.59,167.57,81.08,129.51,127.96,99.05,98.15,121.88,MG,MG-MALACACHETA
MAMONAS,313925,106.82,40.43,108.51,90.32,72.31,84.62,75.0,96.3,MG,MG-MAMONAS
MANGA,313930,198.15,111.68,158.69,78.15,99.04,89.71,111.68,117.54,MG,MG-MANGA
MANHUACU,313940,197.03,190.92,77.59,124.51,118.35,13.97,0.66,104.0,MG,MG-MANHUACU
MANHUMIRIM,313950,52.75,26.78,51.19,84.88,93.46,62.31,45.14,157.85,MG,MG-MANHUMIRIM
MANTENA,313960,136.13,184.12,184.71,99.07,81.08,55.26,33.14,68.36,MG,MG-MANTENA
MARAVILHAS,313970,64.29,101.27,72.15,84.71,113.43,83.58,83.72,116.07,MG,MG-MARAVILHAS
MAR DE ESPANHA,313980,53.57,60.26,48.34,67.88,55.62,76.92,63.06,101.91,MG,MG-MAR DE ESPANHA
MARIA DA FE,313990,68.37,71.04,97.27,139.76,147.89,81.58,82.66,139.44,MG,MG-MARIA DA FE
MARIANA,314000,123.85,100.74,85.96,105.56,92.44,52.46,96.08,105.04,MG,MG-MARIANA
MARILAC,314010,38.89,34.92,26.98,8.0,19.61,60.78,76.67,111.11,MG,MG-MARILAC
MARIO CAMPOS,314015,73.53,36.84,75.6,25.94,31.25,46.63,41.38,62.44,MG,MG-MARIO CAMPOS
MARIPA DE MINAS,314020,68.97,54.55,63.64,44.12,65.62,53.12,94.87,113.33,MG,MG-MARIPA DE MINAS
MARLIERIA,314030,153.33,110.87,108.7,134.21,93.33,95.56,74.07,179.41,MG,MG-MARLIERIA
MARMELOPOLIS,314040,80.65,106.67,116.67,38.89,123.08,69.23,80.0,157.14,MG,MG-MARMELOPOLIS
MARTINHO CAMPOS,314050,79.07,58.22,83.56,54.61,71.61,41.94,47.45,80.33,MG,MG-MARTINHO CAMPOS
MARTINS SOARES,314053,32.17,7.04,22.54,102.86,129.09,19.09,6.29,155.38,MG,MG-MARTINS SOARES
MATA VERDE,314055,131.65,196.49,219.3,146.34,117.05,20.45,72.12,113.33,MG,MG-MATA VERDE
MATERLANDIA,314060,138.1,147.06,191.18,65.96,56.45,20.97,23.68,76.19,MG,MG-MATERLANDIA
MATEUS LEME,314070,75.42,63.66,77.31,56.32,52.86,44.05,20.33,53.51,MG,MG-MATEUS LEME
MATIAS BARBOSA,314080,32.91,39.49,31.21,41.67,57.36,72.09,82.05,103.5,MG,MG-MATIAS BARBOSA
MATIAS CARDOSO,314085,86.33,21.62,39.19,46.83,109.9,139.6,120.49,140.74,MG,MG-MATIAS CARDOSO
MATIPO,314090,22.81,17.31,91.15,98.92,93.69,69.77,44.75,218.97,MG,MG-MATIPO
MATO VERDE,314100,74.11,19.19,84.88,118.31,95.04,88.65,68.42,81.76,MG,MG-MATO VERDE
MATOZINHOS,314110,112.15,88.14,75.4,91.74,72.31,46.41,40.45,48.5,MG,MG-MATOZINHOS
MATUTINA,314120,170.97,17.95,100.0,126.67,68.75,93.75,93.75,100.0,MG,MG-MATUTINA
MEDEIROS,314130,63.89,107.41,159.26,60.98,76.19,16.67,24.39,114.71,MG,MG-MEDEIROS
MEDINA,314140,112.64,105.88,107.06,102.02,107.6,107.2,114.06,114.16,MG,MG-MEDINA
MENDES PIMENTEL,314150,84.13,86.67,100.0,80.36,54.05,60.81,124.0,100.0,MG,MG-MENDES PIMENTEL
MERCES,314160,89.8,78.76,75.22,130.77,69.31,80.2,110.39,81.72,MG,MG-MERCES
MESQUITA,314170,133.33,119.64,105.36,98.48,114.04,80.7,68.97,121.15,MG,MG-MESQUITA
MINAS NOVAS,314180,133.62,83.83,81.74,84.84,77.6,79.5,48.19,93.08,MG,MG-MINAS NOVAS
MINDURI,314190,95.0,88.57,154.29,138.71,91.3,54.35,46.94,102.63,MG,MG-MINDURI
MIRABELA,314200,113.41,35.63,15.52,33.76,29.35,17.93,31.82,48.12,MG,MG-MIRABELA
MIRADOURO,314210,63.41,1.37,12.33,107.69,153.62,136.23,80.0,59.57,MG,MG-MIRADOURO
MIRAI,314220,120.54,91.03,133.79,159.35,96.77,105.81,103.36,146.79,MG,MG-MIRAI
MIRAVANIA,314225,4.65,5.56,51.85,44.62,96.08,86.27,101.92,88.24,MG,MG-MIRAVANIA
MOEDA,314230,130.77,50.88,66.67,107.32,119.51,124.39,100.0,86.79,MG,MG-MOEDA
MOEMA,314240,125.0,118.67,112.0,102.44,126.15,167.69,122.5,97.75,MG,MG-MOEMA
MONJOLOS,314250,104.17,130.0,165.0,85.19,78.57,50.0,33.33,22.73,MG,MG-MONJOLOS
MONSENHOR PAULO,314260,145.24,120.99,102.47,138.55,80.95,135.71,106.25,84.81,MG,MG-MONSENHOR PAULO
MONTALVANIA,314270,145.73,66.33,94.97,125.24,110.55,96.98,98.96,134.27,MG,MG-MONTALVANIA
