Nome Município,Código,2015,2016,2017,2018,2019,2020,2021,2022,Estado,Estado_Municipio
SAO MARTINHO,421710,76.0,59.46,105.41,75.0,86.96,60.87,83.67,185.37,SC,SC-SAO MARTINHO
SAO MIGUEL DA BOA VISTA,421715,115.79,90.0,120.0,88.89,79.17,70.83,123.53,180.0,SC,SC-SAO MIGUEL DA BOA VISTA
SAO MIGUEL DO OESTE,421720,119.79,117.2,111.53,95.81,90.4,65.62,67.89,92.53,SC,SC-SAO MIGUEL DO OESTE
SAO PEDRO DE ALCANTARA,421725,4.35,0.0,8.33,33.33,50.0,44.74,4.65,93.75,SC,SC-SAO PEDRO DE ALCANTARA
SAUDADES,421730,112.87,117.59,119.44,103.94,77.94,77.21,71.82,100.0,SC,SC-SAUDADES
SCHROEDER,421740,123.87,108.55,99.63,111.66,167.58,106.25,98.52,85.81,SC,SC-SCHROEDER
SEARA,421750,109.69,101.39,113.89,107.51,71.37,83.06,86.12,84.96,SC,SC-SEARA
SERRA ALTA,421755,147.5,131.03,137.93,85.71,105.26,100.0,108.33,120.51,SC,SC-SERRA ALTA
SIDEROPOLIS,421760,52.1,81.76,81.13,100.0,81.02,109.49,75.0,72.5,SC,SC-SIDEROPOLIS
SOMBRIO,421770,123.02,99.77,91.8,86.14,104.28,93.11,87.0,83.37,SC,SC-SOMBRIO
SUL BRASIL,421775,188.0,125.81,96.77,84.62,53.33,113.33,175.0,113.79,SC,SC-SUL BRASIL
TAIO,421780,89.03,117.86,113.27,110.48,83.67,102.04,95.98,87.21,SC,SC-TAIO
TANGARA,421790,93.88,106.32,100.0,75.27,96.43,135.71,117.65,91.09,SC,SC-TANGARA
TIGRINHOS,421795,129.63,158.82,158.82,115.38,134.48,93.1,39.02,96.67,SC,SC-TIGRINHOS
TIJUCAS,421800,160.41,74.65,57.09,60.63,62.48,66.67,37.97,53.36,SC,SC-TIJUCAS
TIMBE DO SUL,421810,135.0,91.23,147.37,101.64,87.14,42.86,85.07,101.59,SC,SC-TIMBE DO SUL
TIMBO,421820,129.72,132.21,142.29,134.79,125.35,120.2,88.37,125.38,SC,SC-TIMBO
TIMBO GRANDE,421825,109.57,106.93,114.85,107.22,98.2,108.11,93.39,97.22,SC,SC-TIMBO GRANDE
TRES BARRAS,421830,153.49,94.38,88.75,107.12,106.32,91.58,78.02,84.46,SC,SC-TRES BARRAS
TREVISO,421835,50.0,115.38,100.0,120.0,136.11,102.78,65.31,97.06,SC,SC-TREVISO
TREZE DE MAIO,421840,23.86,65.38,6.41,31.33,61.39,70.3,61.9,100.0,SC,SC-TREZE DE MAIO
TREZE TILIAS,421850,103.96,140.78,123.3,79.84,100.0,121.77,108.2,87.69,SC,SC-TREZE TILIAS
TROMBUDO CENTRAL,421860,105.26,91.58,100.0,98.89,73.58,101.89,138.75,156.25,SC,SC-TROMBUDO CENTRAL
TUBARAO,421870,167.06,180.35,189.42,177.01,138.48,114.03,114.77,130.52,SC,SC-TUBARAO
TUNAPOLIS,421875,110.2,92.45,98.11,128.26,132.0,114.0,63.24,96.49,SC,SC-TUNAPOLIS
TURVO,421880,86.84,117.22,103.97,86.83,100.0,90.29,72.41,98.16,SC,SC-TURVO
UNIAO DO OESTE,421885,67.57,86.36,145.45,88.89,94.59,45.95,102.94,120.69,SC,SC-UNIAO DO OESTE
URUBICI,421890,32.8,44.6,71.94,47.06,68.09,41.13,57.66,74.04,SC,SC-URUBICI
URUPEMA,421895,2.86,0.0,80.0,31.71,109.68,9.68,18.42,0.0,SC,SC-URUPEMA
URUSSANGA,421900,84.32,55.46,51.97,115.34,127.67,110.19,54.41,82.89,SC,SC-URUSSANGA
VARGEAO,421910,130.61,111.9,107.14,82.22,150.0,86.96,56.52,58.54,SC,SC-VARGEAO
VARGEM,421915,103.33,111.76,123.53,121.43,77.78,93.33,105.88,112.9,SC,SC-VARGEM
VARGEM BONITA,421917,162.26,130.3,86.36,80.77,103.51,110.53,81.97,104.29,SC,SC-VARGEM BONITA
VIDAL RAMOS,421920,95.89,114.71,113.24,90.36,92.94,28.24,3.19,60.0,SC,SC-VIDAL RAMOS
VIDEIRA,421930,107.86,99.86,94.82,97.09,97.05,102.55,95.98,89.82,SC,SC-VIDEIRA
VITOR MEIRELES,421935,19.44,2.9,55.07,104.17,117.91,176.12,87.65,72.84,SC,SC-VITOR MEIRELES
WITMARSUM,421940,148.65,83.61,62.3,95.35,78.85,126.92,97.87,59.09,SC,SC-WITMARSUM
XANXERE,421950,143.16,205.28,285.85,114.68,99.43,74.89,85.09,96.14,SC,SC-XANXERE
XAVANTINA,421960,25.0,37.5,95.83,173.68,69.44,88.89,76.0,144.0,SC,SC-XAVANTINA
XAXIM,421970,83.19,110.6,97.71,117.26,97.2,103.73,84.75,98.19,SC,SC-XAXIM
ZORTEA,421985,61.36,135.29,132.35,117.78,144.19,102.33,95.45,140.91,SC,SC-ZORTEA
BALNEARIO RINCAO,422000,0.0,0.0,70.15,82.11,83.59,78.46,78.87,73.85,SC,SC-BALNEARIO RINCAO
ACEGUA,430003,196.49,147.95,60.27,112.24,80.77,275.0,76.79,130.77,RS,RS-ACEGUA
AGUA SANTA,430005,97.73,72.92,87.5,76.74,115.56,42.22,60.78,207.69,RS,RS-AGUA SANTA
AGUDO,430010,46.11,61.11,60.49,58.18,73.33,46.67,40.61,95.45,RS,RS-AGUDO
AJURICABA,430020,82.72,119.67,101.64,103.85,105.0,51.67,69.49,98.33,RS,RS-AJURICABA
ALECRIM,430030,113.46,110.17,93.22,73.68,71.19,86.44,110.2,112.24,RS,RS-ALECRIM
ALEGRETE,430040,110.27,89.19,96.43,120.4,76.58,78.94,82.85,79.01,RS,RS-ALEGRETE
ALEGRIA,430045,97.06,97.3,110.81,105.26,107.89,76.32,52.5,132.14,RS,RS-ALEGRIA
ALMIRANTE TAMANDARE DO SUL,430047,79.17,68.18,86.36,54.55,72.0,36.0,88.24,150.0,RS,RS-ALMIRANTE TAMANDARE DO SUL
ALPESTRE,430050,129.51,104.17,118.06,102.78,90.0,122.86,106.0,80.0,RS,RS-ALPESTRE
ALTO ALEGRE,430055,80.95,92.86,71.43,60.0,100.0,115.38,93.75,75.0,RS,RS-ALTO ALEGRE
ALTO FELIZ,430057,119.05,115.38,111.54,103.12,50.0,142.31,125.0,36.11,RS,RS-ALTO FELIZ
ALVORADA,430060,88.72,64.52,74.38,79.26,89.09,66.5,77.89,109.31,RS,RS-ALVORADA
AMARAL FERRADOR,430063,90.0,72.13,50.82,76.36,131.25,89.58,49.18,54.0,RS,RS-AMARAL FERRADOR
AMETISTA DO SUL,430064,117.95,98.63,119.18,111.59,87.01,128.57,111.9,108.0,RS,RS-AMETISTA DO SUL
ANDRE DA ROCHA,430066,100.0,100.0,63.64,127.27,166.67,100.0,233.33,177.78,RS,RS-ANDRE DA ROCHA
ANTA GORDA,430070,117.31,148.78,134.15,91.53,108.93,116.07,73.77,86.89,RS,RS-ANTA GORDA
ANTONIO PRADO,430080,114.73,101.39,85.42,86.86,92.8,80.0,86.61,75.47,RS,RS-ANTONIO PRADO
ARAMBARE,430085,81.4,150.0,176.92,73.81,87.8,121.95,58.7,122.22,RS,RS-ARAMBARE
ARARICA,430087,180.49,97.22,56.48,75.79,93.18,121.59,104.49,81.71,RS,RS-ARARICA
ARATIBA,430090,108.77,85.19,94.44,102.17,129.41,76.47,68.66,106.25,RS,RS-ARATIBA
ARROIO DO MEIO,430100,104.61,93.04,76.92,103.11,112.82,123.93,104.8,85.86,RS,RS-ARROIO DO MEIO
ARROIO DO SAL,430105,46.88,16.5,90.29,173.45,73.73,57.63,38.0,21.8,RS,RS-ARROIO DO SAL
ARROIO DO PADRE,430107,21.05,18.75,87.5,26.32,52.38,4.76,55.0,171.43,RS,RS-ARROIO DO PADRE
ARROIO DOS RATOS,430110,102.75,106.21,84.18,78.86,92.9,94.67,86.06,92.93,RS,RS-ARROIO DOS RATOS
ARROIO DO TIGRE,430120,131.48,97.84,110.07,95.65,70.99,92.59,99.15,91.06,RS,RS-ARROIO DO TIGRE
ARROIO GRANDE,430130,68.25,71.64,81.59,75.8,59.55,59.55,74.47,108.98,RS,RS-ARROIO GRANDE
ARVOREZINHA,430140,115.56,110.91,107.27,92.31,98.25,108.77,67.24,80.62,RS,RS-ARVOREZINHA
AUGUSTO PESTANA,430150,105.19,120.97,122.58,125.35,98.68,93.42,67.11,83.58,RS,RS-AUGUSTO PESTANA
AUREA,430155,100.0,82.35,73.53,136.0,156.52,165.22,100.0,124.14,RS,RS-AUREA
BAGE,430160,116.1,103.58,85.73,93.39,81.2,94.46,70.17,92.82,RS,RS-BAGE
BALNEARIO PINHAL,430163,79.61,68.12,78.99,105.59,81.7,104.58,92.72,55.9,RS,RS-BALNEARIO PINHAL
BARAO,430165,171.43,64.06,87.5,138.46,121.57,64.71,71.93,87.8,RS,RS-BARAO
BARAO DE COTEGIPE,430170,136.67,164.18,98.51,62.5,143.55,104.84,96.05,107.94,RS,RS-BARAO DE COTEGIPE
BARAO DO TRIUNFO,430175,80.7,117.65,108.82,101.64,56.16,58.9,102.63,92.59,RS,RS-BARAO DO TRIUNFO
BARRACAO,430180,126.53,92.86,83.33,135.9,132.61,97.83,88.89,92.11,RS,RS-BARRACAO
BARRA DO GUARITA,430185,114.29,116.22,129.73,104.55,92.31,111.54,87.23,46.67,RS,RS-BARRA DO GUARITA
BARRA DO QUARAI,430187,105.0,73.68,34.21,43.75,26.42,41.51,60.0,82.86,RS,RS-BARRA DO QUARAI
BARRA DO RIBEIRO,430190,79.19,110.74,126.45,73.12,84.05,61.35,79.47,106.3,RS,RS-BARRA DO RIBEIRO
BARRA DO RIO AZUL,430192,83.33,90.0,110.0,250.0,76.92,76.92,100.0,55.56,RS,RS-BARRA DO RIO AZUL
BARRA FUNDA,430195,145.0,91.67,80.56,85.29,86.11,52.78,88.24,120.0,RS,RS-BARRA FUNDA
BARROS CASSAL,430200,0.0,91.74,89.91,124.24,88.46,89.42,36.73,39.2,RS,RS-BARROS CASSAL
BENJAMIN CONSTANT DO SUL,430205,147.06,118.92,137.84,65.0,67.5,75.0,59.26,29.55,RS,RS-BENJAMIN CONSTANT DO SUL
BENTO GONCALVES,430210,114.02,96.03,97.46,106.81,107.59,55.29,101.93,96.67,RS,RS-BENTO GONCALVES
BOA VISTA DAS MISSOES,430215,117.65,108.33,79.17,104.17,150.0,125.0,103.33,104.76,RS,RS-BOA VISTA DAS MISSOES
BOA VISTA DO BURICA,430220,165.52,148.57,117.14,149.23,91.95,156.32,130.38,148.31,RS,RS-BOA VISTA DO BURICA
BOA VISTA DO CADEADO,430222,6.06,0.0,39.13,76.19,45.83,8.33,4.76,66.67,RS,RS-BOA VISTA DO CADEADO
BOA VISTA DO INCRA,430223,69.23,61.54,200.0,218.75,89.13,60.87,74.29,162.96,RS,RS-BOA VISTA DO INCRA
BOA VISTA DO SUL,430225,125.0,80.77,61.54,95.24,150.0,207.14,61.54,86.96,RS,RS-BOA VISTA DO SUL
BOM JESUS,430230,89.58,112.78,108.27,85.62,94.55,58.18,90.62,112.73,RS,RS-BOM JESUS
BOM PRINCIPIO,430235,157.38,104.88,93.29,87.95,94.08,102.96,77.08,95.3,RS,RS-BOM PRINCIPIO
BOM PROGRESSO,430237,81.82,61.76,97.06,86.96,79.49,92.31,60.61,65.0,RS,RS-BOM PROGRESSO
BOM RETIRO DO SUL,430240,105.33,100.0,110.95,100.0,94.63,136.91,80.5,98.11,RS,RS-BOM RETIRO DO SUL
BOQUEIRAO DO LEAO,430245,101.92,96.43,84.52,106.58,171.88,137.5,64.42,90.79,RS,RS-BOQUEIRAO DO LEAO
BOSSOROCA,430250,98.04,108.0,84.0,95.08,114.81,111.11,49.21,62.9,RS,RS-BOSSOROCA
BOZANO,430258,30.0,135.29,135.29,77.78,131.82,118.18,68.0,104.35,RS,RS-BOZANO
BRAGA,430260,97.78,120.59,141.18,108.82,91.3,78.26,107.5,110.0,RS,RS-BRAGA
BROCHIER,430265,128.12,77.78,100.0,80.49,68.0,20.0,2.17,2.63,RS,RS-BROCHIER
BUTIA,430270,111.81,89.46,77.0,90.33,97.94,78.6,78.97,89.55,RS,RS-BUTIA
CACAPAVA DO SUL,430280,88.21,96.73,89.2,104.97,103.83,123.22,76.4,74.54,RS,RS-CACAPAVA DO SUL
CACEQUI,430290,47.69,30.77,50.96,39.32,47.96,34.69,15.25,37.72,RS,RS-CACEQUI
CACHOEIRA DO SUL,430300,111.07,98.05,84.0,92.21,100.3,151.25,99.49,85.48,RS,RS-CACHOEIRA DO SUL
CACHOEIRINHA,430310,66.36,84.33,78.63,96.12,81.05,90.55,83.02,79.82,RS,RS-CACHOEIRINHA
CACIQUE DOBLE,430320,55.0,56.72,61.19,126.09,112.77,108.51,119.23,96.0,RS,RS-CACIQUE DOBLE
CAIBATE,430330,55.26,71.43,107.14,104.35,86.57,53.73,83.02,123.68,RS,RS-CAIBATE
CAICARA,430340,115.79,82.76,189.66,183.33,85.19,105.56,86.05,82.35,RS,RS-CAICARA
CAMAQUA,430350,88.41,93.62,87.82,83.19,100.76,99.49,62.5,80.15,RS,RS-CAMAQUA
CAMARGO,430355,90.62,95.65,126.09,138.46,117.14,74.29,75.0,50.0,RS,RS-CAMARGO
CAMBARA DO SUL,430360,89.86,124.24,83.33,109.38,146.67,93.33,81.08,69.57,RS,RS-CAMBARA DO SUL
CAMPESTRE DA SERRA,430367,96.97,116.67,91.67,168.18,108.0,108.0,127.27,100.0,RS,RS-CAMPESTRE DA SERRA
CAMPINA DAS MISSOES,430370,82.35,144.68,114.89,101.72,77.55,155.1,133.33,73.53,RS,RS-CAMPINA DAS MISSOES
CAMPINAS DO SUL,430380,115.69,113.95,134.88,107.41,115.09,120.75,103.45,115.69,RS,RS-CAMPINAS DO SUL
CAMPO BOM,430390,109.86,99.53,114.08,96.0,81.75,88.16,94.76,81.76,RS,RS-CAMPO BOM
CAMPO NOVO,430400,84.06,81.82,71.59,87.18,76.47,82.35,50.77,68.57,RS,RS-CAMPO NOVO
CAMPOS BORGES,430410,122.22,140.62,171.88,89.74,40.35,28.07,39.29,48.78,RS,RS-CAMPOS BORGES
CANDELARIA,430420,87.32,111.32,113.84,88.8,98.76,91.61,67.17,83.95,RS,RS-CANDELARIA
CANDIDO GODOI,430430,119.64,83.05,96.61,140.43,100.0,88.71,86.76,87.04,RS,RS-CANDIDO GODOI
CANDIOTA,430435,27.34,0.75,81.95,31.54,15.33,11.68,0.0,0.82,RS,RS-CANDIOTA
CANELA,430440,101.1,88.17,96.3,106.43,108.18,123.3,52.87,84.26,RS,RS-CANELA
CANGUCU,430450,87.43,80.31,77.53,91.0,55.38,15.9,15.59,93.81,RS,RS-CANGUCU
CANOAS,430460,100.56,95.7,93.21,79.5,77.74,81.63,79.41,70.83,RS,RS-CANOAS
CANUDOS DO VALE,430461,70.83,25.0,108.33,375.0,118.18,54.55,83.33,33.33,RS,RS-CANUDOS DO VALE
CAPAO BONITO DO SUL,430462,76.47,78.26,73.91,90.48,50.0,127.78,92.31,125.0,RS,RS-CAPAO BONITO DO SUL
CAPAO DA CANOA,430463,100.25,108.43,97.74,88.19,90.28,70.73,21.17,87.96,RS,RS-CAPAO DA CANOA
CAPAO DO CIPO,430465,115.62,168.0,112.0,88.1,67.86,117.86,110.0,128.12,RS,RS-CAPAO DO CIPO
CAPAO DO LEAO,430466,25.08,36.32,43.68,33.43,28.16,20.0,31.76,80.78,RS,RS-CAPAO DO LEAO
CAPIVARI DO SUL,430467,82.22,110.42,125.0,125.53,111.54,55.77,77.36,108.7,RS,RS-CAPIVARI DO SUL
CAPELA DE SANTANA,430468,93.66,95.38,80.0,110.74,85.83,98.43,92.25,88.11,RS,RS-CAPELA DE SANTANA
CAPITAO,430469,97.37,159.38,84.38,75.51,132.14,96.43,86.11,83.78,RS,RS-CAPITAO
CARAZINHO,430470,97.91,90.25,88.65,84.92,96.9,122.18,105.06,118.47,RS,RS-CARAZINHO
CARAA,430471,1.52,0.0,2.78,93.18,109.26,112.96,87.3,105.26,RS,RS-CARAA
CARLOS BARBOSA,430480,125.75,102.19,91.54,113.74,128.9,49.83,87.4,62.92,RS,RS-CARLOS BARBOSA
CARLOS GOMES,430485,100.0,112.5,175.0,80.0,100.0,85.71,100.0,63.64,RS,RS-CARLOS GOMES
CASCA,430490,98.63,91.4,94.62,98.91,82.91,59.83,88.17,113.92,RS,RS-CASCA
CASEIROS,430495,81.58,55.56,105.56,313.33,86.49,86.49,100.0,134.62,RS,RS-CASEIROS
CATUIPE,430500,88.39,106.59,91.21,98.84,100.0,123.81,106.25,76.77,RS,RS-CATUIPE
CAXIAS DO SUL,430510,118.77,99.61,84.96,110.68,94.23,103.72,83.77,85.25,RS,RS-CAXIAS DO SUL
CENTENARIO,430511,70.0,54.55,72.73,146.67,100.0,108.33,52.0,67.74,RS,RS-CENTENARIO
CERRITO,430512,45.45,26.23,32.79,69.23,50.0,52.0,78.57,138.46,RS,RS-CERRITO
CERRO BRANCO,430513,137.04,79.49,107.69,60.87,58.14,83.72,100.0,61.54,RS,RS-CERRO BRANCO
CERRO GRANDE,430515,110.71,100.0,83.33,121.74,115.15,96.97,82.76,121.88,RS,RS-CERRO GRANDE
CERRO GRANDE DO SUL,430517,84.78,126.05,110.08,93.75,93.7,76.38,91.6,87.25,RS,RS-CERRO GRANDE DO SUL
CERRO LARGO,430520,101.54,99.33,96.0,111.35,75.33,90.67,104.39,91.18,RS,RS-CERRO LARGO
CHAPADA,430530,106.56,140.58,114.49,136.36,150.0,152.94,96.74,96.88,RS,RS-CHAPADA
CHARQUEADAS,430535,80.81,78.24,84.95,83.64,83.92,72.75,86.42,134.88,RS,RS-CHARQUEADAS
CHARRUA,430537,70.0,51.52,78.79,133.33,41.38,31.03,34.38,41.94,RS,RS-CHARRUA
CHIAPETTA,430540,92.42,100.0,117.39,106.25,57.63,27.12,45.24,117.65,RS,RS-CHIAPETTA
CHUI,430543,47.62,0.0,13.79,23.68,33.33,40.48,45.0,46.34,RS,RS-CHUI
CHUVISCA,430544,82.26,80.6,28.36,96.0,108.16,112.24,73.77,83.33,RS,RS-CHUVISCA
CIDREIRA,430545,54.88,67.82,104.6,103.98,56.22,92.04,85.64,91.13,RS,RS-CIDREIRA
CIRIACO,430550,78.38,59.57,42.55,61.54,55.56,46.67,84.21,92.5,RS,RS-CIRIACO
COLINAS,430558,140.0,118.18,113.64,84.62,83.33,80.0,89.47,74.07,RS,RS-COLINAS
COLORADO,430560,100.0,112.5,129.17,133.33,103.23,64.52,96.88,104.35,RS,RS-COLORADO
CONDOR,430570,320.69,229.73,208.11,91.57,91.46,100.0,84.81,77.08,RS,RS-CONDOR
CONSTANTINA,430580,96.67,110.43,111.3,107.96,127.2,105.6,83.77,135.59,RS,RS-CONSTANTINA
COQUEIRO BAIXO,430583,66.67,77.78,66.67,214.29,142.86,128.57,111.11,70.0,RS,RS-COQUEIRO BAIXO
COQUEIROS DO SUL,430585,157.14,140.0,193.33,114.29,59.26,81.48,142.11,126.32,RS,RS-COQUEIROS DO SUL
CORONEL BARROS,430587,81.82,100.0,111.54,92.59,56.76,78.38,61.29,46.67,RS,RS-CORONEL BARROS
CORONEL BICACO,430590,57.02,100.0,97.87,113.33,91.11,96.67,57.83,101.16,RS,RS-CORONEL BICACO
CORONEL PILAR,430593,300.0,87.5,100.0,140.0,58.33,66.67,77.78,100.0,RS,RS-CORONEL PILAR
COTIPORA,430595,141.67,152.94,158.82,135.71,96.43,96.43,68.57,70.37,RS,RS-COTIPORA
COXILHA,430597,100.0,96.88,118.75,80.43,84.44,77.78,58.14,79.49,RS,RS-COXILHA
CRISSIUMAL,430600,85.59,93.59,69.87,92.41,100.0,87.97,92.09,109.85,RS,RS-CRISSIUMAL
CRISTAL,430605,39.33,29.47,43.16,63.74,69.51,57.32,70.59,73.42,RS,RS-CRISTAL
CRISTAL DO SUL,430607,114.81,78.57,89.29,179.17,120.0,53.33,100.0,71.79,RS,RS-CRISTAL DO SUL
CRUZ ALTA,430610,104.82,104.52,95.26,99.29,112.3,196.52,143.32,113.57,RS,RS-CRUZ ALTA
CRUZALTENSE,430613,56.25,125.0,62.5,100.0,118.18,190.91,169.23,64.71,RS,RS-CRUZALTENSE
CRUZEIRO DO SUL,430620,126.13,152.43,109.71,86.71,83.02,103.77,65.22,78.63,RS,RS-CRUZEIRO DO SUL
DAVID CANABARRO,430630,88.89,113.51,89.19,60.0,81.08,37.84,34.38,61.11,RS,RS-DAVID CANABARRO
DERRUBADAS,430632,137.93,152.63,210.53,130.77,67.57,72.97,103.85,100.0,RS,RS-DERRUBADAS
DEZESSEIS DE NOVEMBRO,430635,79.17,113.64,118.18,91.3,74.07,77.78,126.32,126.32,RS,RS-DEZESSEIS DE NOVEMBRO
DILERMANDO DE AGUIAR,430637,45.83,11.76,41.18,37.04,58.33,29.17,40.0,42.31,RS,RS-DILERMANDO DE AGUIAR
DOIS IRMAOS,430640,103.12,112.67,95.87,92.59,88.89,93.69,85.79,82.67,RS,RS-DOIS IRMAOS
DOIS IRMAOS DAS MISSOES,430642,56.25,107.41,103.7,103.57,79.41,82.35,117.39,75.0,RS,RS-DOIS IRMAOS DAS MISSOES
DOIS LAJEADOS,430645,95.45,119.23,88.46,85.71,126.09,69.57,48.39,121.74,RS,RS-DOIS LAJEADOS
DOM FELICIANO,430650,100.0,81.6,79.14,94.2,92.67,86.0,45.86,59.4,RS,RS-DOM FELICIANO
DOM PEDRO DE ALCANTARA,430655,10.0,0.0,36.84,85.71,66.67,52.38,0.0,29.63,RS,RS-DOM PEDRO DE ALCANTARA
DOM PEDRITO,430660,94.68,93.35,85.84,96.84,90.6,102.65,82.13,80.6,RS,RS-DOM PEDRITO
DONA FRANCISCA,430670,46.67,39.39,36.36,36.84,64.0,8.0,2.63,70.37,RS,RS-DONA FRANCISCA
DOUTOR MAURICIO CARDOSO,430673,107.89,92.86,128.57,100.0,77.55,97.96,75.68,76.32,RS,RS-DOUTOR MAURICIO CARDOSO
DOUTOR RICARDO,430675,200.0,93.33,140.0,107.14,55.0,135.0,53.85,86.96,RS,RS-DOUTOR RICARDO
ELDORADO DO SUL,430676,81.34,72.85,82.63,74.39,91.59,80.21,85.44,72.6,RS,RS-ELDORADO DO SUL
ENCANTADO,430680,96.03,100.0,104.38,98.48,96.92,107.19,63.86,87.19,RS,RS-ENCANTADO
ENCRUZILHADA DO SUL,430690,103.65,114.18,100.37,92.91,107.45,83.69,92.04,133.75,RS,RS-ENCRUZILHADA DO SUL
ENGENHO VELHO,430692,45.95,123.81,128.57,96.0,122.73,95.45,78.26,73.33,RS,RS-ENGENHO VELHO
ENTRE-IJUIS,430693,127.84,105.0,92.0,119.0,107.22,21.65,18.52,50.83,RS,RS-ENTRE-IJUIS
ENTRE RIOS DO SUL,430695,131.03,72.5,85.0,120.0,93.94,66.67,78.57,90.0,RS,RS-ENTRE RIOS DO SUL
EREBANGO,430697,123.08,70.91,85.45,95.12,82.61,86.96,72.22,94.12,RS,RS-EREBANGO
ERECHIM,430700,103.76,87.51,91.43,69.95,94.63,58.73,0.16,0.38,RS,RS-ERECHIM
ERNESTINA,430705,152.0,75.0,80.0,103.12,66.67,81.82,78.26,100.0,RS,RS-ERNESTINA
HERVAL,430710,34.0,18.31,8.45,23.53,7.14,21.43,42.86,92.06,RS,RS-HERVAL
ERVAL GRANDE,430720,95.56,66.67,88.89,96.08,103.23,87.1,87.3,105.77,RS,RS-ERVAL GRANDE
ERVAL SECO,430730,100.0,103.8,112.66,85.71,98.77,103.7,104.6,102.82,RS,RS-ERVAL SECO
ESMERALDA,430740,82.86,76.19,76.19,96.97,90.32,106.45,28.21,75.0,RS,RS-ESMERALDA
ESPERANCA DO SUL,430745,75.51,62.5,72.5,118.52,72.22,105.56,123.08,97.44,RS,RS-ESPERANCA DO SUL
ESPUMOSO,430750,100.0,100.54,93.55,88.65,82.74,88.83,85.79,110.92,RS,RS-ESPUMOSO
ESTACAO,430755,121.88,98.51,100.0,101.49,106.94,77.78,63.29,76.47,RS,RS-ESTACAO
ESTANCIA VELHA,430760,70.32,66.3,68.17,102.0,81.07,86.56,47.46,109.79,RS,RS-ESTANCIA VELHA
ESTEIO,430770,78.19,61.53,84.87,83.98,67.72,58.68,72.03,69.63,RS,RS-ESTEIO
ESTRELA,430780,110.85,105.95,104.76,98.55,89.11,107.78,111.49,97.0,RS,RS-ESTRELA
ESTRELA VELHA,430781,184.38,121.21,103.03,136.36,105.56,116.67,88.89,110.81,RS,RS-ESTRELA VELHA
EUGENIO DE CASTRO,430783,144.0,76.92,119.23,150.0,96.43,82.14,56.0,61.29,RS,RS-EUGENIO DE CASTRO
FAGUNDES VARELA,430786,72.22,91.67,116.67,108.7,75.86,79.31,84.21,117.39,RS,RS-FAGUNDES VARELA
FARROUPILHA,430790,109.42,93.38,120.64,148.21,119.11,116.25,89.39,91.61,RS,RS-FARROUPILHA
FAXINAL DO SOTURNO,430800,82.46,94.23,71.15,65.08,98.21,55.36,29.17,58.06,RS,RS-FAXINAL DO SOTURNO
FAXINALZINHO,430805,204.0,71.43,107.14,126.67,103.85,103.85,82.14,104.76,RS,RS-FAXINALZINHO
FAZENDA VILANOVA,430807,122.64,92.06,79.37,86.89,98.11,96.23,100.0,119.05,RS,RS-FAZENDA VILANOVA
FELIZ,430810,105.8,101.89,86.16,106.62,92.67,92.67,87.07,108.39,RS,RS-FELIZ
FLORES DA CUNHA,430820,125.16,100.54,103.23,122.57,101.85,119.26,106.1,116.27,RS,RS-FLORES DA CUNHA
FLORIANO PEIXOTO,430825,85.71,228.57,200.0,105.88,100.0,94.12,21.05,145.45,RS,RS-FLORIANO PEIXOTO
FONTOURA XAVIER,430830,140.45,91.13,70.16,107.22,106.74,92.13,117.78,107.87,RS,RS-FONTOURA XAVIER
FORMIGUEIRO,430840,57.38,58.93,73.21,52.05,81.16,42.03,14.77,33.78,RS,RS-FORMIGUEIRO
FORQUETINHA,430843,94.12,111.76,94.12,72.73,66.67,11.11,0.0,15.79,RS,RS-FORQUETINHA
FORTALEZA DOS VALOS,430845,102.04,89.09,85.45,69.39,80.85,65.96,94.74,125.0,RS,RS-FORTALEZA DOS VALOS
FREDERICO WESTPHALEN,430850,108.57,99.75,90.93,114.86,110.3,113.32,102.61,99.54,RS,RS-FREDERICO WESTPHALEN
GARIBALDI,430860,100.57,112.02,107.65,100.72,95.25,106.0,103.17,105.34,RS,RS-GARIBALDI
GARRUCHOS,430865,120.0,64.29,85.71,127.78,91.67,79.17,126.09,137.5,RS,RS-GARRUCHOS
GAURAMA,430870,120.41,106.0,100.0,71.15,86.0,104.0,83.64,95.74,RS,RS-GAURAMA
GENERAL CAMARA,430880,129.11,100.0,100.0,97.56,93.33,95.56,78.05,63.75,RS,RS-GENERAL CAMARA
GENTIL,430885,74.07,104.55,86.36,47.06,65.38,15.38,50.0,89.29,RS,RS-GENTIL
GETULIO VARGAS,430890,109.41,104.81,104.28,74.29,83.51,91.24,118.45,93.63,RS,RS-GETULIO VARGAS
GIRUA,430900,106.25,105.7,92.75,86.5,91.58,116.32,84.57,82.32,RS,RS-GIRUA
GLORINHA,430905,26.14,53.95,67.11,50.54,85.44,74.76,62.89,85.53,RS,RS-GLORINHA
GRAMADO,430910,105.06,94.78,99.07,101.08,92.6,97.53,65.56,100.0,RS,RS-GRAMADO
GRAMADO DOS LOUREIROS,430912,72.0,117.86,64.29,102.94,200.0,127.27,65.91,83.78,RS,RS-GRAMADO DOS LOUREIROS
GRAMADO XAVIER,430915,202.78,108.82,105.88,132.43,82.93,80.49,44.68,69.23,RS,RS-GRAMADO XAVIER
GRAVATAI,430920,126.72,80.6,85.17,78.33,80.26,81.21,88.89,103.7,RS,RS-GRAVATAI
