,Ano de eleição,Cargo,Código município,Município,Região,UF,Turno,Nome candidato,Votos válidos,Votos nominais,Estado_Municipio
15790,2022,Presidente,88110,REDENTORA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,5058,3128,RS-REDENTORA
26891,2022,Presidente,85766,RELVADO,SUL,RS,1,JAIR MESSIAS BOLSONARO,1590,1017,RS-RELVADO
44875,2022,Presidente,88137,RESTINGA SECA,SUL,RS,1,JAIR MESSIAS BOLSONARO,9937,4770,RS-RESTINGA SECA
4186,2022,Presidente,87548,RIO DOS INDIOS,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2264,1292,RS-RIO DOS INDIOS
24627,2022,Presidente,88153,RIO GRANDE,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,113290,68808,RS-RIO GRANDE
37173,2022,Presidente,88170,RIO PARDO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,22309,12787,RS-RIO PARDO
17944,2022,Presidente,85740,RIOZINHO,SUL,RS,1,JAIR MESSIAS BOLSONARO,3277,1549,RS-RIOZINHO
38092,2022,Presidente,88196,ROCA SALES,SUL,RS,1,JAIR MESSIAS BOLSONARO,6474,3740,RS-ROCA SALES
28472,2022,Presidente,88218,RODEIO BONITO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,4258,2053,RS-RODEIO BONITO
51734,2022,Presidente,89400,ROLADOR,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1890,1006,RS-ROLADOR
16310,2022,Presidente,88234,ROLANTE,SUL,RS,1,JAIR MESSIAS BOLSONARO,13421,7558,RS-ROLANTE
16730,2022,Presidente,88250,RONDA ALTA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,6124,3246,RS-RONDA ALTA
39563,2022,Presidente,88277,RONDINHA,SUL,RS,1,JAIR MESSIAS BOLSONARO,3815,1941,RS-RONDINHA
30334,2022,Presidente,88293,ROQUE GONZALES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,4486,2148,RS-ROQUE GONZALES
59603,2022,Presidente,88315,ROSARIO DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,23004,12063,RS-ROSARIO DO SUL
56494,2022,Presidente,87564,SAGRADA FAMILIA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1813,955,RS-SAGRADA FAMILIA
43152,2022,Presidente,85561,SALDANHA MARINHO,SUL,RS,1,JAIR MESSIAS BOLSONARO,2267,1275,RS-SALDANHA MARINHO
17428,2022,Presidente,89753,SALTO DO JACUI,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,6264,3292,RS-SALTO DO JACUI
37580,2022,Presidente,87580,SALVADOR DAS MISSOES,SUL,RS,1,JAIR MESSIAS BOLSONARO,2217,1231,RS-SALVADOR DAS MISSOES
3507,2022,Presidente,88331,SALVADOR DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,4617,2931,RS-SALVADOR DO SUL
2126,2022,Presidente,88358,SANANDUVA,SUL,RS,1,JAIR MESSIAS BOLSONARO,10729,6807,RS-SANANDUVA
9409,2022,Presidente,88455,SANT'ANA DO LIVRAMENTO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,50558,28430,RS-SANT'ANA DO LIVRAMENTO
29985,2022,Presidente,88374,SANTA BARBARA DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,5555,3088,RS-SANTA BARBARA DO SUL
776,2022,Presidente,89247,SANTA CECILIA DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,1516,930,RS-SANTA CECILIA DO SUL
40031,2022,Presidente,87602,SANTA CLARA DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,4398,2708,RS-SANTA CLARA DO SUL
55377,2022,Presidente,88390,SANTA CRUZ DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,83339,43348,RS-SANTA CRUZ DO SUL
19327,2022,Presidente,89443,SANTA MARGARIDA DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2102,1026,RS-SANTA MARGARIDA DO SUL
51746,2022,Presidente,88412,SANTA MARIA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,160245,72821,RS-SANTA MARIA
29850,2022,Presidente,86207,SANTA MARIA DO HERVAL,SUL,RS,1,JAIR MESSIAS BOLSONARO,4434,2502,RS-SANTA MARIA DO HERVAL
47782,2022,Presidente,88471,SANTA ROSA,SUL,RS,1,JAIR MESSIAS BOLSONARO,46330,28139,RS-SANTA ROSA
60983,2022,Presidente,87629,SANTA TEREZA,SUL,RS,1,JAIR MESSIAS BOLSONARO,1446,963,RS-SANTA TEREZA
49443,2022,Presidente,88498,SANTA VITORIA DO PALMAR,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,17175,10313,RS-SANTA VITORIA DO PALMAR
63129,2022,Presidente,88439,SANTANA DA BOA VISTA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,4771,2428,RS-SANTANA DA BOA VISTA
30196,2022,Presidente,88510,SANTIAGO,SUL,RS,1,JAIR MESSIAS BOLSONARO,29958,14566,RS-SANTIAGO
24030,2022,Presidente,88552,SANTO ANTONIO DA PATRULHA,SUL,RS,1,JAIR MESSIAS BOLSONARO,25584,12494,RS-SANTO ANTONIO DA PATRULHA
35673,2022,Presidente,88579,SANTO ANTONIO DAS MISSOES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,6628,3906,RS-SANTO ANTONIO DAS MISSOES
15932,2022,Presidente,87645,SANTO ANTONIO DO PALMA,SUL,RS,1,JAIR MESSIAS BOLSONARO,1607,746,RS-SANTO ANTONIO DO PALMA
14750,2022,Presidente,87661,SANTO ANTONIO DO PLANALTO,SUL,RS,1,JAIR MESSIAS BOLSONARO,1748,1098,RS-SANTO ANTONIO DO PLANALTO
18271,2022,Presidente,88595,SANTO AUGUSTO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,8925,4228,RS-SANTO AUGUSTO
37614,2022,Presidente,88617,SANTO CRISTO,SUL,RS,1,JAIR MESSIAS BOLSONARO,10759,5430,RS-SANTO CRISTO
22118,2022,Presidente,87688,SANTO EXPEDITO DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,1818,1012,RS-SANTO EXPEDITO DO SUL
38434,2022,Presidente,88536,SANTO ANGELO,SUL,RS,1,JAIR MESSIAS BOLSONARO,45804,21770,RS-SANTO ANGELO
6772,2022,Presidente,88994,SAPIRANGA,SUL,RS,1,JAIR MESSIAS BOLSONARO,49435,28177,RS-SAPIRANGA
1707,2022,Presidente,89010,SAPUCAIA DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,78979,39368,RS-SAPUCAIA DO SUL
25761,2022,Presidente,89036,SARANDI,SUL,RS,1,JAIR MESSIAS BOLSONARO,13897,7964,RS-SARANDI
45942,2022,Presidente,89052,SEBERI,SUL,RS,1,JAIR MESSIAS BOLSONARO,7473,3747,RS-SEBERI
17913,2022,Presidente,85707,SEDE NOVA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2046,968,RS-SEDE NOVA
58787,2022,Presidente,85529,SEGREDO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,4436,2111,RS-SEGREDO
57684,2022,Presidente,89079,SELBACH,SUL,RS,1,JAIR MESSIAS BOLSONARO,3625,2242,RS-SELBACH
18093,2022,Presidente,88765,SENADOR SALGADO FILHO,SUL,RS,1,JAIR MESSIAS BOLSONARO,2239,1478,RS-SENADOR SALGADO FILHO
48436,2022,Presidente,87882,SENTINELA DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,3242,1607,RS-SENTINELA DO SUL
61677,2022,Presidente,89095,SERAFINA CORREA,SUL,RS,1,JAIR MESSIAS BOLSONARO,10178,6902,RS-SERAFINA CORREA
53221,2022,Presidente,89117,SERTAO,SUL,RS,1,JAIR MESSIAS BOLSONARO,4107,2442,RS-SERTAO
2168,2022,Presidente,87920,SERTAO SANTANA,SUL,RS,1,JAIR MESSIAS BOLSONARO,4210,2458,RS-SERTAO SANTANA
54225,2022,Presidente,88706,SETE DE SETEMBRO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1487,741,RS-SETE DE SETEMBRO
47775,2022,Presidente,89133,SEVERIANO DE ALMEIDA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2782,1445,RS-SEVERIANO DE ALMEIDA
34937,2022,Presidente,84956,SILVEIRA MARTINS,SUL,RS,1,JAIR MESSIAS BOLSONARO,1771,912,RS-SILVEIRA MARTINS
63196,2022,Presidente,87947,SINIMBU,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,5824,2761,RS-SINIMBU
38113,2022,Presidente,89176,SOBRADINHO,SUL,RS,1,JAIR MESSIAS BOLSONARO,8709,4269,RS-SOBRADINHO
17807,2022,Presidente,89192,SOLEDADE,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,17466,8637,RS-SOLEDADE
32503,2022,Presidente,88633,SAO BORJA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,35333,19385,RS-SAO BORJA
39543,2022,Presidente,84832,SAO DOMINGOS DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,2121,1190,RS-SAO DOMINGOS DO SUL
30337,2022,Presidente,88650,SAO FRANCISCO DE ASSIS,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,11259,6144,RS-SAO FRANCISCO DE ASSIS
694,2022,Presidente,88676,SAO FRANCISCO DE PAULA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,12143,5851,RS-SAO FRANCISCO DE PAULA
32583,2022,Presidente,88692,SAO GABRIEL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,33020,16637,RS-SAO GABRIEL
41867,2022,Presidente,88714,SAO JERONIMO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,12171,6287,RS-SAO JERONIMO
14033,2022,Presidente,84794,SAO JORGE,SUL,RS,1,JAIR MESSIAS BOLSONARO,2087,1507,RS-SAO JORGE
41723,2022,Presidente,87769,SAO JOSE DAS MISSOES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1796,1072,RS-SAO JOSE DAS MISSOES
30059,2022,Presidente,85588,SAO JOSE DO HERVAL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1539,803,RS-SAO JOSE DO HERVAL
26015,2022,Presidente,85324,SAO JOSE DO HORTENCIO,SUL,RS,1,JAIR MESSIAS BOLSONARO,3052,2207,RS-SAO JOSE DO HORTENCIO
49569,2022,Presidente,87742,SAO JOSE DO INHACORA,SUL,RS,1,JAIR MESSIAS BOLSONARO,1889,1001,RS-SAO JOSE DO INHACORA
17588,2022,Presidente,88730,SAO JOSE DO NORTE,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,15833,8331,RS-SAO JOSE DO NORTE
35375,2022,Presidente,88757,SAO JOSE DO OURO,SUL,RS,1,JAIR MESSIAS BOLSONARO,4740,2931,RS-SAO JOSE DO OURO
22541,2022,Presidente,89460,SAO JOSE DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,1645,1043,RS-SAO JOSE DO SUL
62082,2022,Presidente,87726,SAO JOSE DOS AUSENTES,SUL,RS,1,JAIR MESSIAS BOLSONARO,2356,1345,RS-SAO JOSE DOS AUSENTES
29787,2022,Presidente,84859,SAO JOAO DA URTIGA,SUL,RS,1,JAIR MESSIAS BOLSONARO,3383,1915,RS-SAO JOAO DA URTIGA
37853,2022,Presidente,87700,SAO JOAO DO POLESINE,SUL,RS,1,JAIR MESSIAS BOLSONARO,2040,1164,RS-SAO JOAO DO POLESINE
45941,2022,Presidente,88773,SAO LEOPOLDO,SUL,RS,1,JAIR MESSIAS BOLSONARO,127340,61965,RS-SAO LEOPOLDO
5141,2022,Presidente,88790,SAO LOURENCO DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,27270,12720,RS-SAO LOURENCO DO SUL
48396,2022,Presidente,88811,SAO LUIZ GONZAGA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,19614,9815,RS-SAO LUIZ GONZAGA
30214,2022,Presidente,88838,SAO MARCOS,SUL,RS,1,JAIR MESSIAS BOLSONARO,13364,9083,RS-SAO MARCOS
538,2022,Presidente,88854,SAO MARTINHO,SUL,RS,1,JAIR MESSIAS BOLSONARO,4059,2401,RS-SAO MARTINHO
26665,2022,Presidente,87785,SAO MARTINHO DA SERRA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2369,1275,RS-SAO MARTINHO DA SERRA
52556,2022,Presidente,85480,SAO MIGUEL DAS MISSOES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,4712,2488,RS-SAO MIGUEL DAS MISSOES
12606,2022,Presidente,88870,SAO NICOLAU,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,3215,1884,RS-SAO NICOLAU
22205,2022,Presidente,88897,SAO PAULO DAS MISSOES,SUL,RS,1,JAIR MESSIAS BOLSONARO,4295,2061,RS-SAO PAULO DAS MISSOES
11494,2022,Presidente,87807,SAO PEDRO DA SERRA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2638,1702,RS-SAO PEDRO DA SERRA
46945,2022,Presidente,89486,SAO PEDRO DAS MISSOES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1276,667,RS-SAO PEDRO DAS MISSOES
39555,2022,Presidente,87823,SAO PEDRO DO BUTIA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2156,1202,RS-SAO PEDRO DO BUTIA
9740,2022,Presidente,88919,SAO PEDRO DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,10006,4671,RS-SAO PEDRO DO SUL
38120,2022,Presidente,88935,SAO SEBASTIAO DO CAI,SUL,RS,1,JAIR MESSIAS BOLSONARO,13939,7800,RS-SAO SEBASTIAO DO CAI
29462,2022,Presidente,88951,SAO SEPE,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,13495,7563,RS-SAO SEPE
24246,2022,Presidente,88978,SAO VALENTIM,SUL,RS,1,JAIR MESSIAS BOLSONARO,2524,1405,RS-SAO VALENTIM
61179,2022,Presidente,87840,SAO VALENTIM DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,1771,1261,RS-SAO VALENTIM DO SUL
28513,2022,Presidente,87866,SAO VALERIO DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1741,1068,RS-SAO VALERIO DO SUL
40326,2022,Presidente,85383,SAO VENDELINO,SUL,RS,1,JAIR MESSIAS BOLSONARO,1928,1175,RS-SAO VENDELINO
51215,2022,Presidente,86754,SAO VICENTE DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,5310,2669,RS-SAO VICENTE DO SUL
53065,2022,Presidente,87904,SERIO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,1651,736,RS-SERIO
19573,2022,Presidente,88722,TABAI,SUL,RS,1,JAIR MESSIAS BOLSONARO,3158,1582,RS-TABAI
57598,2022,Presidente,89214,TAPEJARA,SUL,RS,1,JAIR MESSIAS BOLSONARO,14042,9687,RS-TAPEJARA
22402,2022,Presidente,89230,TAPERA,SUL,RS,1,JAIR MESSIAS BOLSONARO,6576,3382,RS-TAPERA
55987,2022,Presidente,89257,TAPES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,8821,4279,RS-TAPES
55385,2022,Presidente,89273,TAQUARA,SUL,RS,1,JAIR MESSIAS BOLSONARO,32244,19323,RS-TAQUARA
16208,2022,Presidente,89290,TAQUARI,SUL,RS,1,JAIR MESSIAS BOLSONARO,15659,7731,RS-TAQUARI
45177,2022,Presidente,85669,TAQUARUCU DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2281,1074,RS-TAQUARUCU DO SUL
62815,2022,Presidente,89710,TAVARES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,3464,1596,RS-TAVARES
9560,2022,Presidente,89311,TENENTE PORTELA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,8379,4483,RS-TENENTE PORTELA
29978,2022,Presidente,85162,TERRA DE AREIA,SUL,RS,1,JAIR MESSIAS BOLSONARO,5959,3070,RS-TERRA DE AREIA
45344,2022,Presidente,98213,TEUTONIA,SUL,RS,1,JAIR MESSIAS BOLSONARO,20450,11289,RS-TEUTONIA
50444,2022,Presidente,89508,TIO HUGO,SUL,RS,1,JAIR MESSIAS BOLSONARO,2129,1099,RS-TIO HUGO
49064,2022,Presidente,87963,TIRADENTES DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,3571,1941,RS-TIRADENTES DO SUL
42909,2022,Presidente,88900,TOROPI,SUL,RS,1,JAIR MESSIAS BOLSONARO,2175,1137,RS-TOROPI
8540,2022,Presidente,89338,TORRES,SUL,RS,1,JAIR MESSIAS BOLSONARO,23165,12306,RS-TORRES
10992,2022,Presidente,89354,TRAMANDAI,SUL,RS,1,JAIR MESSIAS BOLSONARO,26333,12879,RS-TRAMANDAI
45898,2022,Presidente,87980,TRAVESSEIRO,SUL,RS,1,JAIR MESSIAS BOLSONARO,1668,836,RS-TRAVESSEIRO
55510,2022,Presidente,85006,TRINDADE DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,4176,2226,RS-TRINDADE DO SUL
12963,2022,Presidente,89435,TRIUNFO,SUL,RS,1,JAIR MESSIAS BOLSONARO,16886,8768,RS-TRIUNFO
22547,2022,Presidente,84743,TRES ARROIOS,SUL,RS,1,JAIR MESSIAS BOLSONARO,2009,1185,RS-TRES ARROIOS
40022,2022,Presidente,85367,TRES CACHOEIRAS,SUL,RS,1,JAIR MESSIAS BOLSONARO,6656,4357,RS-TRES CACHOEIRAS
17749,2022,Presidente,89370,TRES COROAS,SUL,RS,1,JAIR MESSIAS BOLSONARO,14336,8743,RS-TRES COROAS
45349,2022,Presidente,89397,TRES DE MAIO,SUL,RS,1,JAIR MESSIAS BOLSONARO,14971,8922,RS-TRES DE MAIO
10354,2022,Presidente,88005,TRES FORQUILHAS,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2302,1073,RS-TRES FORQUILHAS
36057,2022,Presidente,86142,TRES PALMEIRAS,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,3184,1792,RS-TRES PALMEIRAS
55287,2022,Presidente,89419,TRES PASSOS,SUL,RS,1,JAIR MESSIAS BOLSONARO,15145,7254,RS-TRES PASSOS
58606,2022,Presidente,89451,TUCUNDUVA,SUL,RS,1,JAIR MESSIAS BOLSONARO,3945,2469,RS-TUCUNDUVA
39175,2022,Presidente,84840,TUNAS,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2699,1703,RS-TUNAS
47583,2022,Presidente,88021,TUPANCI DO SUL,SUL,RS,1,JAIR MESSIAS BOLSONARO,1148,649,RS-TUPANCI DO SUL
35523,2022,Presidente,89478,TUPANCIRETA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,12581,6218,RS-TUPANCIRETA
2598,2022,Presidente,85723,TUPANDI,SUL,RS,1,JAIR MESSIAS BOLSONARO,3609,2560,RS-TUPANDI
46255,2022,Presidente,89494,TUPARENDI,SUL,RS,1,JAIR MESSIAS BOLSONARO,5802,3864,RS-TUPARENDI
987,2022,Presidente,88501,TURUCU,SUL,RS,1,JAIR MESSIAS BOLSONARO,2673,1494,RS-TURUCU
37845,2022,Presidente,88609,UBIRETAMA,SUL,RS,1,JAIR MESSIAS BOLSONARO,1615,1001,RS-UBIRETAMA
17149,2022,Presidente,88480,UNISTALDA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2061,972,RS-UNISTALDA
1865,2022,Presidente,88048,UNIAO DA SERRA,SUL,RS,1,JAIR MESSIAS BOLSONARO,1247,880,RS-UNIAO DA SERRA
8816,2022,Presidente,89516,URUGUAIANA,SUL,RS,1,JAIR MESSIAS BOLSONARO,61497,34682,RS-URUGUAIANA
1148,2022,Presidente,89532,VACARIA,SUL,RS,1,JAIR MESSIAS BOLSONARO,35358,21489,RS-VACARIA
13371,2022,Presidente,88064,VALE DO SOL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,6769,3186,RS-VALE DO SOL
22232,2022,Presidente,88080,VALE REAL,SUL,RS,1,JAIR MESSIAS BOLSONARO,3942,2303,RS-VALE REAL
33464,2022,Presidente,88668,VALE VERDE,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2429,1157,RS-VALE VERDE
45368,2022,Presidente,84913,VANINI,SUL,RS,1,JAIR MESSIAS BOLSONARO,1645,972,RS-VANINI
38115,2022,Presidente,89559,VENANCIO AIRES,SUL,RS,1,JAIR MESSIAS BOLSONARO,42783,23960,RS-VENANCIO AIRES
30251,2022,Presidente,89575,VERA CRUZ,SUL,RS,1,JAIR MESSIAS BOLSONARO,16006,7830,RS-VERA CRUZ
3502,2022,Presidente,89591,VERANOPOLIS,SUL,RS,1,JAIR MESSIAS BOLSONARO,15073,10783,RS-VERANOPOLIS
40536,2022,Presidente,88781,VESPASIANO CORREA,SUL,RS,1,JAIR MESSIAS BOLSONARO,1822,1403,RS-VESPASIANO CORREA
62304,2022,Presidente,89613,VIADUTOS,SUL,RS,1,JAIR MESSIAS BOLSONARO,3457,2117,RS-VIADUTOS
8957,2022,Presidente,89630,VIAMAO,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,124315,64225,RS-VIAMAO
42035,2022,Presidente,89656,VICENTE DUTRA,SUL,RS,1,JAIR MESSIAS BOLSONARO,3037,1559,RS-VICENTE DUTRA
56622,2022,Presidente,89699,VICTOR GRAEFF,SUL,RS,1,JAIR MESSIAS BOLSONARO,2069,1226,RS-VICTOR GRAEFF
11267,2022,Presidente,86061,VILA FLORES,SUL,RS,1,JAIR MESSIAS BOLSONARO,2812,2023,RS-VILA FLORES
34059,2022,Presidente,88749,VILA LANGARO,SUL,RS,1,JAIR MESSIAS BOLSONARO,1809,1177,RS-VILA LANGARO
57882,2022,Presidente,85642,VILA MARIA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2965,1848,RS-VILA MARIA
40882,2022,Presidente,88102,VILA NOVA DO SUL,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2829,1593,RS-VILA NOVA DO SUL
49256,2022,Presidente,85600,VISTA ALEGRE,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2122,1174,RS-VISTA ALEGRE
10059,2022,Presidente,85863,VISTA ALEGRE DO PRATA,SUL,RS,1,JAIR MESSIAS BOLSONARO,1320,880,RS-VISTA ALEGRE DO PRATA
43714,2022,Presidente,85847,VISTA GAUCHA,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2109,983,RS-VISTA GAUCHA
1583,2022,Presidente,88129,VITORIA DAS MISSOES,SUL,RS,1,LUIZ INÁCIO LULA DA SILVA,2701,1394,RS-VITORIA DAS MISSOES
62086,2022,Presidente,89524,WESTFALIA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2205,1319,RS-WESTFALIA
31790,2022,Presidente,88145,XANGRI-LA,SUL,RS,1,JAIR MESSIAS BOLSONARO,9639,5788,RS-XANGRI-LA
6166,2022,Presidente,84948,AGUA SANTA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2652,1601,RS-AGUA SANTA
25549,2022,Presidente,84735,AUREA,SUL,RS,1,JAIR MESSIAS BOLSONARO,2682,1485,RS-AUREA
54297,2022,Presidente,80225,ABDON BATISTA,SUL,SC,1,JAIR MESSIAS BOLSONARO,2074,1127,SC-ABDON BATISTA
17750,2022,Presidente,80012,ABELARDO LUZ,SUL,SC,1,JAIR MESSIAS BOLSONARO,9444,5143,SC-ABELARDO LUZ
17874,2022,Presidente,80039,AGROLANDIA,SUL,SC,1,JAIR MESSIAS BOLSONARO,6571,4969,SC-AGROLANDIA
42250,2022,Presidente,80055,AGRONOMICA,SUL,SC,1,JAIR MESSIAS BOLSONARO,3623,2809,SC-AGRONOMICA
33505,2022,Presidente,80136,ALFREDO WAGNER,SUL,SC,1,JAIR MESSIAS BOLSONARO,6494,4236,SC-ALFREDO WAGNER
42029,2022,Presidente,81302,ALTO BELA VISTA,SUL,SC,1,JAIR MESSIAS BOLSONARO,1471,847,SC-ALTO BELA VISTA
37838,2022,Presidente,80152,ANCHIETA,SUL,SC,1,JAIR MESSIAS BOLSONARO,4062,2053,SC-ANCHIETA
41796,2022,Presidente,80179,ANGELINA,SUL,SC,1,JAIR MESSIAS BOLSONARO,4235,2167,SC-ANGELINA
42068,2022,Presidente,80195,ANITA GARIBALDI,SUL,SC,1,LUIZ INÁCIO LULA DA SILVA,5535,2648,SC-ANITA GARIBALDI
16611,2022,Presidente,80217,ANITAPOLIS,SUL,SC,1,JAIR MESSIAS BOLSONARO,2609,1495,SC-ANITAPOLIS
16389,2022,Presidente,80233,ANTONIO CARLOS,SUL,SC,1,JAIR MESSIAS BOLSONARO,7073,5394,SC-ANTONIO CARLOS
22490,2022,Presidente,80063,APIUNA,SUL,SC,1,JAIR MESSIAS BOLSONARO,6431,4401,SC-APIUNA
17949,2022,Presidente,80489,ARABUTA,SUL,SC,1,JAIR MESSIAS BOLSONARO,3110,1851,SC-ARABUTA
11279,2022,Presidente,80250,ARAQUARI,SUL,SC,1,JAIR MESSIAS BOLSONARO,17986,11632,SC-ARAQUARI
10750,2022,Presidente,80276,ARARANGUA,SUL,SC,1,JAIR MESSIAS BOLSONARO,40536,25630,SC-ARARANGUA
19354,2022,Presidente,80292,ARMAZEM,SUL,SC,1,JAIR MESSIAS BOLSONARO,5472,3787,SC-ARMAZEM
40533,2022,Presidente,80314,ARROIO TRINTA,SUL,SC,1,JAIR MESSIAS BOLSONARO,2592,1755,SC-ARROIO TRINTA
14353,2022,Presidente,80802,ARVOREDO,SUL,SC,1,JAIR MESSIAS BOLSONARO,2079,1069,SC-ARVOREDO
25646,2022,Presidente,80330,ASCURRA,SUL,SC,1,JAIR MESSIAS BOLSONARO,4934,3843,SC-ASCURRA
53098,2022,Presidente,80357,ATALANTA,SUL,SC,1,JAIR MESSIAS BOLSONARO,2442,1776,SC-ATALANTA
51931,2022,Presidente,80373,AURORA,SUL,SC,1,JAIR MESSIAS BOLSONARO,4314,3184,SC-AURORA
57595,2022,Presidente,81728,BALNEARIO ARROIO DO SILVA,SUL,SC,1,JAIR MESSIAS BOLSONARO,8397,4756,SC-BALNEARIO ARROIO DO SILVA
30365,2022,Presidente,80683,BALNEARIO BARRA DO SUL,SUL,SC,1,JAIR MESSIAS BOLSONARO,7913,5285,SC-BALNEARIO BARRA DO SUL
34955,2022,Presidente,80390,BALNEARIO CAMBORIU,SUL,SC,1,JAIR MESSIAS BOLSONARO,80800,55235,SC-BALNEARIO CAMBORIU
55288,2022,Presidente,81744,BALNEARIO GAIVOTA,SUL,SC,1,JAIR MESSIAS BOLSONARO,7758,4509,SC-BALNEARIO GAIVOTA
7907,2022,Presidente,82511,BALNEARIO PICARRAS,SUL,SC,1,JAIR MESSIAS BOLSONARO,14018,9472,SC-BALNEARIO PICARRAS
29788,2022,Presidente,83909,BALNEARIO RINCAO,SUL,SC,1,JAIR MESSIAS BOLSONARO,9300,5521,SC-BALNEARIO RINCAO
23532,2022,Presidente,81582,BANDEIRANTE,SUL,SC,1,LUIZ INÁCIO LULA DA SILVA,2312,1120,SC-BANDEIRANTE
21857,2022,Presidente,81760,BARRA BONITA,SUL,SC,1,JAIR MESSIAS BOLSONARO,1428,679,SC-BARRA BONITA
37672,2022,Presidente,80411,BARRA VELHA,SUL,SC,1,JAIR MESSIAS BOLSONARO,19110,13397,SC-BARRA VELHA
1941,2022,Presidente,81221,BELA VISTA DO TOLDO,SUL,SC,1,JAIR MESSIAS BOLSONARO,4078,2301,SC-BELA VISTA DO TOLDO
