,Ano de eleição,Município,UF,Região,Turno,Nome candidato,Cargo,Votos válidos,Votos nominais,Estado_Municipio
16273,2018,CUMARU DO NORTE,PA,NORTE,2,FERNANDO HADDAD,Presidente,3602,1878,PA-CUMARU DO NORTE
16424,2018,CURIONOPOLIS,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,10601,5406,PA-CURIONOPOLIS
16165,2018,CURRALINHO,PA,NORTE,2,FERNANDO HADDAD,Presidente,13241,11165,PA-CURRALINHO
9696,2018,CURUA,PA,NORTE,2,FERNANDO HADDAD,Presidente,7111,5629,PA-CURUA
7470,2018,CURUCA,PA,NORTE,2,FERNANDO HADDAD,Presidente,20583,15550,PA-CURUCA
17359,2018,DOM ELISEU,PA,NORTE,2,FERNANDO HADDAD,Presidente,18773,10573,PA-DOM ELISEU
5058,2018,ELDORADO DOS CARAJAS,PA,NORTE,2,FERNANDO HADDAD,Presidente,11670,6733,PA-ELDORADO DOS CARAJAS
14895,2018,FARO,PA,NORTE,2,FERNANDO HADDAD,Presidente,3849,3216,PA-FARO
13665,2018,FLORESTA DO ARAGUAIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,9162,4799,PA-FLORESTA DO ARAGUAIA
8757,2018,GARRAFAO DO NORTE,PA,NORTE,2,FERNANDO HADDAD,Presidente,13641,10084,PA-GARRAFAO DO NORTE
12368,2018,GOIANESIA DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,12890,8242,PA-GOIANESIA DO PARA
10441,2018,GURUPA,PA,NORTE,2,FERNANDO HADDAD,Presidente,12322,9551,PA-GURUPA
14035,2018,IGARAPE-ACU,PA,NORTE,2,FERNANDO HADDAD,Presidente,20641,14992,PA-IGARAPE-ACU
5123,2018,IGARAPE-MIRI,PA,NORTE,2,FERNANDO HADDAD,Presidente,31380,21804,PA-IGARAPE-MIRI
4505,2018,INHANGAPI,PA,NORTE,2,FERNANDO HADDAD,Presidente,6389,4020,PA-INHANGAPI
10881,2018,IPIXUNA DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,12176,8214,PA-IPIXUNA DO PARA
10022,2018,IRITUIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,16987,12956,PA-IRITUIA
12877,2018,ITAITUBA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,44499,24784,PA-ITAITUBA
8470,2018,ITUPIRANGA,PA,NORTE,2,FERNANDO HADDAD,Presidente,19051,12266,PA-ITUPIRANGA
13622,2018,JACAREACANGA,PA,NORTE,2,FERNANDO HADDAD,Presidente,5789,4370,PA-JACAREACANGA
11895,2018,JACUNDA,PA,NORTE,2,FERNANDO HADDAD,Presidente,20361,12043,PA-JACUNDA
1399,2018,JURUTI,PA,NORTE,2,FERNANDO HADDAD,Presidente,22049,13294,PA-JURUTI
13912,2018,LIMOEIRO DO AJURU,PA,NORTE,2,FERNANDO HADDAD,Presidente,14060,10679,PA-LIMOEIRO DO AJURU
9754,2018,MAGALHAES BARATA,PA,NORTE,2,FERNANDO HADDAD,Presidente,5114,3562,PA-MAGALHAES BARATA
5715,2018,MARABA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,109498,61220,PA-MARABA
7846,2018,MARACANA,PA,NORTE,2,FERNANDO HADDAD,Presidente,17186,12021,PA-MARACANA
5825,2018,MARAPANIM,PA,NORTE,2,FERNANDO HADDAD,Presidente,15048,10105,PA-MARAPANIM
3763,2018,MARITUBA,PA,NORTE,2,FERNANDO HADDAD,Presidente,55283,30049,PA-MARITUBA
5951,2018,MEDICILANDIA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,11414,7085,PA-MEDICILANDIA
11047,2018,MELGACO,PA,NORTE,2,FERNANDO HADDAD,Presidente,8085,6115,PA-MELGACO
12041,2018,MOCAJUBA,PA,NORTE,2,FERNANDO HADDAD,Presidente,16775,12928,PA-MOCAJUBA
9884,2018,MOJU,PA,NORTE,2,FERNANDO HADDAD,Presidente,34410,26114,PA-MOJU
13867,2018,MOJUI DOS CAMPOS,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,12936,7192,PA-MOJUI DOS CAMPOS
2703,2018,MONTE ALEGRE,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,31500,16203,PA-MONTE ALEGRE
13182,2018,MUANA,PA,NORTE,2,FERNANDO HADDAD,Presidente,16563,13130,PA-MUANA
10188,2018,MAE DO RIO,PA,NORTE,2,FERNANDO HADDAD,Presidente,15954,8853,PA-MAE DO RIO
1836,2018,NOVA ESPERANCA DO PIRIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,9213,5574,PA-NOVA ESPERANCA DO PIRIA
15592,2018,NOVA IPIXUNA,PA,NORTE,2,FERNANDO HADDAD,Presidente,6866,3645,PA-NOVA IPIXUNA
16924,2018,NOVA TIMBOTEUA,PA,NORTE,2,FERNANDO HADDAD,Presidente,7612,5548,PA-NOVA TIMBOTEUA
8213,2018,NOVO PROGRESSO,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,12092,9454,PA-NOVO PROGRESSO
14151,2018,NOVO REPARTIMENTO,PA,NORTE,2,FERNANDO HADDAD,Presidente,24079,12573,PA-NOVO REPARTIMENTO
3872,2018,OEIRAS DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,14679,11875,PA-OEIRAS DO PARA
15630,2018,ORIXIMINA,PA,NORTE,2,FERNANDO HADDAD,Presidente,27283,16020,PA-ORIXIMINA
1849,2018,OURILANDIA DO NORTE,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,13115,7299,PA-OURILANDIA DO NORTE
15992,2018,OUREM,PA,NORTE,2,FERNANDO HADDAD,Presidente,10178,7541,PA-OUREM
6903,2018,PACAJA,PA,NORTE,2,FERNANDO HADDAD,Presidente,15497,8037,PA-PACAJA
11111,2018,PALESTINA DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,3870,2385,PA-PALESTINA DO PARA
8930,2018,PARAGOMINAS,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,46495,27031,PA-PARAGOMINAS
15937,2018,PARAUAPEBAS,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,105060,64650,PA-PARAUAPEBAS
5514,2018,PAU D'ARCO,PA,NORTE,2,FERNANDO HADDAD,Presidente,4079,2046,PA-PAU D'ARCO
7872,2018,PEIXE-BOI,PA,NORTE,2,FERNANDO HADDAD,Presidente,5741,3890,PA-PEIXE-BOI
8888,2018,PICARRA,PA,NORTE,2,FERNANDO HADDAD,Presidente,5370,2749,PA-PICARRA
9843,2018,PLACAS,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,7287,3809,PA-PLACAS
9970,2018,PONTA DE PEDRAS,PA,NORTE,2,FERNANDO HADDAD,Presidente,13861,10879,PA-PONTA DE PEDRAS
9617,2018,PORTEL,PA,NORTE,2,FERNANDO HADDAD,Presidente,18404,13016,PA-PORTEL
16262,2018,PORTO DE MOZ,PA,NORTE,2,FERNANDO HADDAD,Presidente,12390,8813,PA-PORTO DE MOZ
13237,2018,PRAINHA,PA,NORTE,2,FERNANDO HADDAD,Presidente,15447,9806,PA-PRAINHA
13161,2018,PRIMAVERA,PA,NORTE,2,FERNANDO HADDAD,Presidente,6741,4731,PA-PRIMAVERA
7611,2018,QUATIPURU,PA,NORTE,2,FERNANDO HADDAD,Presidente,6000,4447,PA-QUATIPURU
585,2018,REDENCAO,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,37590,24929,PA-REDENCAO
6241,2018,RIO MARIA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,8884,5007,PA-RIO MARIA
5789,2018,RONDON DO PARA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,17653,9123,PA-RONDON DO PARA
5786,2018,RUROPOLIS,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,11075,5564,PA-RUROPOLIS
17390,2018,SALINOPOLIS,PA,NORTE,2,FERNANDO HADDAD,Presidente,22215,14318,PA-SALINOPOLIS
9427,2018,SALVATERRA,PA,NORTE,2,FERNANDO HADDAD,Presidente,11712,8757,PA-SALVATERRA
10989,2018,SANTA BARBARA DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,12539,7364,PA-SANTA BARBARA DO PARA
4602,2018,SANTA CRUZ DO ARARI,PA,NORTE,2,FERNANDO HADDAD,Presidente,3411,2590,PA-SANTA CRUZ DO ARARI
4961,2018,SANTA ISABEL DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,31565,17253,PA-SANTA ISABEL DO PARA
10424,2018,SANTA LUZIA DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,10316,7632,PA-SANTA LUZIA DO PARA
3230,2018,SANTA MARIA DAS BARREIRAS,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,7838,4427,PA-SANTA MARIA DAS BARREIRAS
12,2018,SANTA MARIA DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,14694,8299,PA-SANTA MARIA DO PARA
5840,2018,SANTANA DO ARAGUAIA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,12802,7561,PA-SANTANA DO ARAGUAIA
7688,2018,SANTAREM,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,160696,90577,PA-SANTAREM
14733,2018,SANTAREM NOVO,PA,NORTE,2,FERNANDO HADDAD,Presidente,4400,3570,PA-SANTAREM NOVO
10420,2018,SANTO ANTONIO DO TAUA,PA,NORTE,2,FERNANDO HADDAD,Presidente,16086,11076,PA-SANTO ANTONIO DO TAUA
15361,2018,SAPUCAIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,2865,1555,PA-SAPUCAIA
6060,2018,SENADOR JOSE PORFIRIO,PA,NORTE,2,FERNANDO HADDAD,Presidente,6906,4577,PA-SENADOR JOSE PORFIRIO
14566,2018,SOURE,PA,NORTE,2,FERNANDO HADDAD,Presidente,12819,9682,PA-SOURE
1843,2018,SAO CAETANO DE ODIVELAS,PA,NORTE,2,FERNANDO HADDAD,Presidente,9340,6784,PA-SAO CAETANO DE ODIVELAS
13437,2018,SAO DOMINGOS DO ARAGUAIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,9677,5976,PA-SAO DOMINGOS DO ARAGUAIA
11154,2018,SAO DOMINGOS DO CAPIM,PA,NORTE,2,FERNANDO HADDAD,Presidente,15345,11473,PA-SAO DOMINGOS DO CAPIM
11997,2018,SAO FRANCISCO DO PARA,PA,NORTE,2,FERNANDO HADDAD,Presidente,9974,6328,PA-SAO FRANCISCO DO PARA
14730,2018,SAO FELIX DO XINGU,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,21860,13133,PA-SAO FELIX DO XINGU
16626,2018,SAO GERALDO DO ARAGUAIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,11795,6276,PA-SAO GERALDO DO ARAGUAIA
3431,2018,SAO JOAO DA PONTA,PA,NORTE,2,FERNANDO HADDAD,Presidente,3870,2776,PA-SAO JOAO DA PONTA
2457,2018,SAO JOAO DE PIRABAS,PA,NORTE,2,FERNANDO HADDAD,Presidente,10624,7397,PA-SAO JOAO DE PIRABAS
5763,2018,SAO JOAO DO ARAGUAIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,6748,4372,PA-SAO JOAO DO ARAGUAIA
14386,2018,SAO MIGUEL DO GUAMA,PA,NORTE,2,FERNANDO HADDAD,Presidente,25488,16700,PA-SAO MIGUEL DO GUAMA
10947,2018,SAO SEBASTIAO DA BOA VISTA,PA,NORTE,2,FERNANDO HADDAD,Presidente,13171,10358,PA-SAO SEBASTIAO DA BOA VISTA
2175,2018,TAILANDIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,30302,16910,PA-TAILANDIA
11561,2018,TERRA ALTA,PA,NORTE,2,FERNANDO HADDAD,Presidente,6967,4726,PA-TERRA ALTA
14961,2018,TERRA SANTA,PA,NORTE,2,FERNANDO HADDAD,Presidente,9056,5303,PA-TERRA SANTA
12508,2018,TOME-ACU,PA,NORTE,2,FERNANDO HADDAD,Presidente,31155,19586,PA-TOME-ACU
11513,2018,TRACUATEUA,PA,NORTE,2,FERNANDO HADDAD,Presidente,16607,13507,PA-TRACUATEUA
924,2018,TRAIRAO,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,6271,3815,PA-TRAIRAO
9677,2018,TUCUMA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,16883,10585,PA-TUCUMA
11570,2018,TUCURUI,PA,NORTE,2,FERNANDO HADDAD,Presidente,48423,26569,PA-TUCURUI
5356,2018,ULIANOPOLIS,PA,NORTE,2,FERNANDO HADDAD,Presidente,10990,6348,PA-ULIANOPOLIS
2166,2018,URUARA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,17992,11999,PA-URUARA
10512,2018,VIGIA,PA,NORTE,2,FERNANDO HADDAD,Presidente,23910,16549,PA-VIGIA
12088,2018,VISEU,PA,NORTE,2,FERNANDO HADDAD,Presidente,26431,21955,PA-VISEU
8951,2018,VITORIA DO XINGU,PA,NORTE,2,FERNANDO HADDAD,Presidente,8812,4540,PA-VITORIA DO XINGU
7210,2018,XINGUARA,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,21510,13477,PA-XINGUARA
10696,2018,AGUA AZUL DO NORTE,PA,NORTE,2,JAIR MESSIAS BOLSONARO,Presidente,5808,3065,PA-AGUA AZUL DO NORTE
6846,2018,OBIDOS,PA,NORTE,2,FERNANDO HADDAD,Presidente,23298,16517,PA-OBIDOS
12308,2018,AGUIAR,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3300,2827,PB-AGUIAR
5912,2018,ALAGOA GRANDE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,15543,11443,PB-ALAGOA GRANDE
4808,2018,ALAGOA NOVA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10997,8098,PB-ALAGOA NOVA
6179,2018,ALAGOINHA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8198,6687,PB-ALAGOINHA
5926,2018,ALCANTIL,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3264,2052,PB-ALCANTIL
2654,2018,ALGODAO DE JANDAIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2224,1944,PB-ALGODAO DE JANDAIRA
1292,2018,ALHANDRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,13401,8538,PB-ALHANDRA
15502,2018,AMPARO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1807,1630,PB-AMPARO
6286,2018,APARECIDA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5146,4051,PB-APARECIDA
16051,2018,ARARA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6308,4904,PB-ARARA
6113,2018,ARARUNA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8890,6334,PB-ARARUNA
342,2018,ARACAGI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,9853,8256,PB-ARACAGI
935,2018,AREIA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,13618,10765,PB-AREIA
2255,2018,AREIA DE BARAUNAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1444,1262,PB-AREIA DE BARAUNAS
11676,2018,AREIAL,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4232,2920,PB-AREIAL
6980,2018,AROEIRAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,11544,9307,PB-AROEIRAS
4193,2018,ASSUNCAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2590,2123,PB-ASSUNCAO
15341,2018,BANANEIRAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,12699,10207,PB-BANANEIRAS
456,2018,BARAUNA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3028,2588,PB-BARAUNA
13085,2018,BARRA DE SANTA ROSA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,7869,6565,PB-BARRA DE SANTA ROSA
6295,2018,BARRA DE SANTANA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5437,4060,PB-BARRA DE SANTANA
11725,2018,BARRA DE SAO MIGUEL,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3807,2964,PB-BARRA DE SAO MIGUEL
8653,2018,BAYEUX,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,55627,29039,PB-BAYEUX
11044,2018,BAIA DA TRAICAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5027,4237,PB-BAIA DA TRAICAO
2841,2018,BELEM,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,9719,6815,PB-BELEM
4094,2018,BELEM DO BREJO DO CRUZ,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3913,2964,PB-BELEM DO BREJO DO CRUZ
3228,2018,BERNARDINO BATISTA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2060,1797,PB-BERNARDINO BATISTA
1171,2018,BOA VENTURA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3532,2936,PB-BOA VENTURA
2058,2018,BOA VISTA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4437,2960,PB-BOA VISTA
4310,2018,BOM JESUS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2188,1999,PB-BOM JESUS
5120,2018,BOM SUCESSO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3260,2953,PB-BOM SUCESSO
4706,2018,BONITO DE SANTA FE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5482,4273,PB-BONITO DE SANTA FE
16216,2018,BOQUEIRAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10668,7376,PB-BOQUEIRAO
7959,2018,BORBOREMA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3141,2476,PB-BORBOREMA
15613,2018,BREJO DO CRUZ,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6815,4926,PB-BREJO DO CRUZ
2621,2018,BREJO DOS SANTOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4186,3193,PB-BREJO DOS SANTOS
10972,2018,CAAPORA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,12218,8616,PB-CAAPORA
1297,2018,CABACEIRAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3367,2284,PB-CABACEIRAS
6103,2018,CABEDELO,PB,NORDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,35042,17852,PB-CABEDELO
7904,2018,CACHOEIRA DOS INDIOS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5666,5011,PB-CACHOEIRA DOS INDIOS
9459,2018,CACIMBA DE AREIA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2693,2229,PB-CACIMBA DE AREIA
3111,2018,CACIMBA DE DENTRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,9546,7457,PB-CACIMBA DE DENTRO
2783,2018,CACIMBAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4081,3665,PB-CACIMBAS
15188,2018,CAICARA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4202,2911,PB-CAICARA
16736,2018,CAJAZEIRAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,35062,28571,PB-CAJAZEIRAS
4391,2018,CAJAZEIRINHAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2559,2151,PB-CAJAZEIRINHAS
3102,2018,CALDAS BRANDAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3862,2976,PB-CALDAS BRANDAO
5575,2018,CAMALAU,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4236,3939,PB-CAMALAU
15929,2018,CAMPINA GRANDE,PB,NORDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,224797,126554,PB-CAMPINA GRANDE
12326,2018,CAPIM,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4205,3131,PB-CAPIM
11153,2018,CARAUBAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3081,2521,PB-CARAUBAS
7700,2018,CARRAPATEIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1441,1305,PB-CARRAPATEIRA
4501,2018,CASSERENGUE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4157,3493,PB-CASSERENGUE
14669,2018,CATINGUEIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3140,2311,PB-CATINGUEIRA
3608,2018,CATOLE DO ROCHA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,15931,12017,PB-CATOLE DO ROCHA
14965,2018,CATURITE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3635,2792,PB-CATURITE
14956,2018,CONCEICAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10331,8410,PB-CONCEICAO
14674,2018,CONDADO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4027,3317,PB-CONDADO
265,2018,CONDE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,15141,9809,PB-CONDE
6545,2018,CONGO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3699,3086,PB-CONGO
14397,2018,COREMAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8495,6887,PB-COREMAS
5326,2018,COXIXOLA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1366,1107,PB-COXIXOLA
13634,2018,CRUZ DO ESPIRITO SANTO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,11730,8871,PB-CRUZ DO ESPIRITO SANTO
13269,2018,CUBATI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4600,3384,PB-CUBATI
15201,2018,CUITEGI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4093,3160,PB-CUITEGI
6854,2018,CUITE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,12083,9750,PB-CUITE
3797,2018,CUITE DE MAMANGUAPE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4828,3965,PB-CUITE DE MAMANGUAPE
254,2018,CURRAL DE CIMA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3603,2927,PB-CURRAL DE CIMA
1096,2018,CURRAL VELHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1600,1295,PB-CURRAL VELHO
16871,2018,DAMIAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3149,2678,PB-DAMIAO
5183,2018,DESTERRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4999,4151,PB-DESTERRO
11462,2018,DIAMANTE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3751,3149,PB-DIAMANTE
9286,2018,DONA INES,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6224,5288,PB-DONA INES
14644,2018,DUAS ESTRADAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2472,1875,PB-DUAS ESTRADAS
9820,2018,EMAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2093,1678,PB-EMAS
15987,2018,ESPERANCA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,18286,11949,PB-ESPERANCA
5563,2018,FAGUNDES,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,7184,5834,PB-FAGUNDES
7286,2018,FREI MARTINHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1930,1435,PB-FREI MARTINHO
1929,2018,GADO BRAVO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5437,4562,PB-GADO BRAVO
3134,2018,GUARABIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,31201,18078,PB-GUARABIRA
5535,2018,GURINHEM,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8286,6441,PB-GURINHEM
3027,2018,GURJAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2257,1895,PB-GURJAO
11031,2018,IBIARA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3762,3266,PB-IBIARA
5979,2018,IGARACY,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3747,2967,PB-IGARACY
10777,2018,IMACULADA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6186,5443,PB-IMACULADA
12413,2018,INGA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,10537,7461,PB-INGA
13691,2018,ITABAIANA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,14184,9443,PB-ITABAIANA
9646,2018,ITAPORANGA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,12259,9593,PB-ITAPORANGA
13611,2018,ITAPOROROCA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,9447,6939,PB-ITAPOROROCA
11532,2018,ITATUBA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6252,4710,PB-ITATUBA
736,2018,JACARAU,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,9154,6741,PB-JACARAU
5490,2018,JERICO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4789,4153,PB-JERICO
3116,2018,JOCA CLAUDINO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,1967,1710,PB-JOCA CLAUDINO
13109,2018,JOAO PESSOA,PB,NORDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,417365,228710,PB-JOAO PESSOA
6785,2018,JUAREZ TAVORA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5147,4059,PB-JUAREZ TAVORA
8732,2018,JUAZEIRINHO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,9179,6985,PB-JUAZEIRINHO
10780,2018,JUNCO DO SERIDO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3776,2927,PB-JUNCO DO SERIDO
8284,2018,JURIPIRANGA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,7273,5309,PB-JURIPIRANGA
8251,2018,JURU,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5496,4817,PB-JURU
13288,2018,LAGOA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3206,2812,PB-LAGOA
15599,2018,LAGOA DE DENTRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4592,3617,PB-LAGOA DE DENTRO
2782,2018,LAGOA SECA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,14761,8695,PB-LAGOA SECA
938,2018,LASTRO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2728,2430,PB-LASTRO
3400,2018,LIVRAMENTO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4090,3359,PB-LIVRAMENTO
3276,2018,LOGRADOURO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,2525,1692,PB-LOGRADOURO
1309,2018,LUCENA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8178,5393,PB-LUCENA
9060,2018,MALTA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3621,3017,PB-MALTA
4355,2018,MAMANGUAPE,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,23592,15771,PB-MAMANGUAPE
9808,2018,MANAIRA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,6020,5481,PB-MANAIRA
7840,2018,MARCACAO,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4875,4286,PB-MARCACAO
13849,2018,MARI,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,12653,9515,PB-MARI
243,2018,MARIZOPOLIS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,4294,3377,PB-MARIZOPOLIS
5674,2018,MASSARANDUBA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,8385,6137,PB-MASSARANDUBA
3756,2018,MATARACA,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,5343,3979,PB-MATARACA
2886,2018,MATINHAS,PB,NORDESTE,2,FERNANDO HADDAD,Presidente,3029,2405,PB-MATINHAS
