,Ano de eleição,Município,UF,Região,Turno,Nome candidato,Cargo,Votos válidos,Votos nominais,Estado_Municipio
12916,2018,PASSOS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,53725,33806,MG-PASSOS
4508,2018,PATIS,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2984,2376,MG-PATIS
11095,2018,PATOS DE MINAS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,73882,53299,MG-PATOS DE MINAS
6639,2018,PATROCINIO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,43100,30375,MG-PATROCINIO
3666,2018,PATROCINIO DO MURIAE,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3568,1839,MG-PATROCINIO DO MURIAE
5080,2018,PAULA CANDIDO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,5026,3330,MG-PAULA CANDIDO
4481,2018,PAULISTAS,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2384,1766,MG-PAULISTAS
157,2018,PAVAO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3545,2306,MG-PAVAO
7519,2018,PEDRA AZUL,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,10171,5718,MG-PEDRA AZUL
6117,2018,PEDRA BONITA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3847,2084,MG-PEDRA BONITA
16390,2018,PEDRA DO ANTA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2263,1598,MG-PEDRA DO ANTA
12536,2018,PEDRA DO INDAIA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2322,1563,MG-PEDRA DO INDAIA
9572,2018,PEDRA DOURADA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,1719,1032,MG-PEDRA DOURADA
10203,2018,PEDRALVA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6454,4198,MG-PEDRALVA
7986,2018,PEDRAS DE MARIA DA CRUZ,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,4532,3656,MG-PEDRAS DE MARIA DA CRUZ
14843,2018,PEDRINOPOLIS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2124,1208,MG-PEDRINOPOLIS
13645,2018,PEDRO LEOPOLDO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,32717,21303,MG-PEDRO LEOPOLDO
8280,2018,PEDRO TEIXEIRA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,1623,1188,MG-PEDRO TEIXEIRA
15367,2018,PEQUERI,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2078,1095,MG-PEQUERI
7206,2018,PEQUI,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2411,1472,MG-PEQUI
11338,2018,PERDIGAO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5654,4715,MG-PERDIGAO
3874,2018,PERDIZES,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,7939,5244,MG-PERDIZES
942,2018,PERDOES,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,11359,7300,MG-PERDOES
9175,2018,PERIQUITO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3775,2005,MG-PERIQUITO
3708,2018,PESCADOR,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2064,1234,MG-PESCADOR
9703,2018,PECANHA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,7000,4295,MG-PECANHA
10172,2018,PIAU,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2009,1127,MG-PIAU
7838,2018,PIEDADE DE CARATINGA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4724,2876,MG-PIEDADE DE CARATINGA
1050,2018,PIEDADE DE PONTE NOVA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2391,1583,MG-PIEDADE DE PONTE NOVA
10098,2018,PIEDADE DO RIO GRANDE,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2412,1275,MG-PIEDADE DO RIO GRANDE
16640,2018,PIEDADE DOS GERAIS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2988,1720,MG-PIEDADE DOS GERAIS
11891,2018,PIMENTA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4350,2625,MG-PIMENTA
16625,2018,PINGO D'AGUA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2412,1388,MG-PINGO D'AGUA
8840,2018,PINTOPOLIS,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3602,2731,MG-PINTOPOLIS
8270,2018,PIRACEMA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3960,2221,MG-PIRACEMA
185,2018,PIRAJUBA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2801,1463,MG-PIRAJUBA
11528,2018,PIRANGA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,7210,4391,MG-PIRANGA
9856,2018,PIRANGUINHO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4889,3128,MG-PIRANGUINHO
520,2018,PIRANGUCU,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3363,2411,MG-PIRANGUCU
8799,2018,PIRAPETINGA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6723,3392,MG-PIRAPETINGA
5851,2018,PIRAPORA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,25807,15910,MG-PIRAPORA
4497,2018,PIRAUBA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6576,3424,MG-PIRAUBA
2328,2018,PITANGUI,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,14602,10743,MG-PITANGUI
12640,2018,PIUMHI,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,16671,11579,MG-PIUMHI
10768,2018,PLANURA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5313,3032,MG-PLANURA
16580,2018,POCRANE,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4599,2428,MG-POCRANE
5179,2018,POMPEU,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,14726,7677,MG-POMPEU
6034,2018,PONTE NOVA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,29399,17795,MG-PONTE NOVA
10358,2018,PONTO CHIQUE,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2137,1632,MG-PONTO CHIQUE
8339,2018,PONTO DOS VOLANTES,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,5052,3304,MG-PONTO DOS VOLANTES
9664,2018,PORTEIRINHA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,19554,12196,MG-PORTEIRINHA
12456,2018,PORTO FIRME,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,5676,3479,MG-PORTO FIRME
4472,2018,POTE,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,6985,3941,MG-POTE
5748,2018,POUSO ALEGRE,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,71632,51716,MG-POUSO ALEGRE
3154,2018,POUSO ALTO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3758,2481,MG-POUSO ALTO
9986,2018,POCO FUNDO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,8971,5677,MG-POCO FUNDO
5113,2018,POCOS DE CALDAS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,77273,53695,MG-POCOS DE CALDAS
3268,2018,PRADOS,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,4613,2430,MG-PRADOS
5162,2018,PRATA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,13602,7194,MG-PRATA
9000,2018,PRATINHA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1846,1205,MG-PRATINHA
7231,2018,PRATAPOLIS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4894,2895,MG-PRATAPOLIS
6577,2018,PRESIDENTE BERNARDES,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3246,2101,MG-PRESIDENTE BERNARDES
12820,2018,PRESIDENTE JUSCELINO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2215,1443,MG-PRESIDENTE JUSCELINO
7464,2018,PRESIDENTE KUBITSCHEK,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,1711,1360,MG-PRESIDENTE KUBITSCHEK
3916,2018,PRESIDENTE OLEGARIO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,10103,6013,MG-PRESIDENTE OLEGARIO
1691,2018,PRUDENTE DE MORAIS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5343,3412,MG-PRUDENTE DE MORAIS
3563,2018,QUARTEL GERAL,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2022,1049,MG-QUARTEL GERAL
14157,2018,QUELUZITO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1628,878,MG-QUELUZITO
15477,2018,RAPOSOS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,9184,4723,MG-RAPOSOS
3358,2018,RAUL SOARES,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,11306,6034,MG-RAUL SOARES
12831,2018,RECREIO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,5100,2916,MG-RECREIO
4930,2018,REDUTO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3796,1998,MG-REDUTO
16439,2018,RESENDE COSTA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6056,3175,MG-RESENDE COSTA
7298,2018,RESPLENDOR,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,8456,5887,MG-RESPLENDOR
6493,2018,RESSAQUINHA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2982,1776,MG-RESSAQUINHA
5886,2018,RIACHINHO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3366,2314,MG-RIACHINHO
11213,2018,RIACHO DOS MACHADOS,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,4318,3166,MG-RIACHO DOS MACHADOS
8275,2018,RIBEIRAO DAS NEVES,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,138360,82449,MG-RIBEIRAO DAS NEVES
1057,2018,RIBEIRAO VERMELHO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,2160,1193,MG-RIBEIRAO VERMELHO
1718,2018,RIO ACIMA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,5682,3130,MG-RIO ACIMA
1064,2018,RIO CASCA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,6684,3964,MG-RIO CASCA
6691,2018,RIO DO PRADO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2554,2018,MG-RIO DO PRADO
10890,2018,RIO DOCE,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,1550,886,MG-RIO DOCE
15977,2018,RIO ESPERA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3297,1905,MG-RIO ESPERA
4312,2018,RIO MANSO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,3091,1696,MG-RIO MANSO
1195,2018,RIO NOVO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4766,2397,MG-RIO NOVO
16240,2018,RIO PARANAIBA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,6350,3519,MG-RIO PARANAIBA
6598,2018,RIO PARDO DE MINAS,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,12241,7930,MG-RIO PARDO DE MINAS
14283,2018,RIO PIRACICABA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,7554,4076,MG-RIO PIRACICABA
12720,2018,RIO POMBA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,9482,4899,MG-RIO POMBA
1042,2018,RIO PRETO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3588,2188,MG-RIO PRETO
14190,2018,RIO VERMELHO,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,5267,3483,MG-RIO VERMELHO
10973,2018,RITAPOLIS,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2846,1499,MG-RITAPOLIS
6014,2018,ROCHEDO DE MINAS,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,1594,870,MG-ROCHEDO DE MINAS
2817,2018,RODEIRO,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,4512,2578,MG-RODEIRO
12643,2018,ROMARIA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,2151,1197,MG-ROMARIA
15445,2018,ROSARIO DA LIMEIRA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3308,1962,MG-ROSARIO DA LIMEIRA
15029,2018,RUBELITA,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3892,3146,MG-RUBELITA
15556,2018,RUBIM,MG,SUDESTE,2,FERNANDO HADDAD,Presidente,3758,2673,MG-RUBIM
13636,2018,SABARA,MG,SUDESTE,2,JAIR MESSIAS BOLSONARO,Presidente,63437,39086,MG-SABARA
